year,player,wins,losses,games_played,saves,hits,strikeouts,wild_pitches,runs_allowed,teams
2002,Jose Santiago,1,3,42,0,56,30,1,35,['Philadelphia Phillies']
2002,Julian Tavarez,10,12,29,0,188,67,7,100,['Florida Marlins']
2002,Kenny Rogers,13,8,33,0,212,107,5,101,['Texas Rangers']
2002,Kent Mercker,3,1,58,0,55,37,1,33,['Colorado Rockies']
2002,Kevin Appier,14,12,32,0,191,132,7,89,['Anaheim Angels']
2002,Kevin Brown,3,4,17,0,68,58,2,36,['Los Angeles Dodgers']
2002,Kevin Millwood,18,8,35,0,186,178,4,83,['Atlanta Braves']
2002,Kyle Farnsworth,4,6,45,1,53,46,1,47,['Chicago Cubs']
2002,Kyle Lohse,13,8,32,0,181,124,8,92,['Minnesota Twins']
2002,LaTroy Hawkins,6,0,65,0,63,63,5,23,['Minnesota Twins']
2002,Livan Hernandez,12,16,33,0,233,134,1,113,['San Francisco Giants']
2002,Mariano Rivera,1,4,45,28,35,41,1,16,['New York Yankees']
2002,Mark Buehrle,19,12,34,0,236,134,6,102,['Chicago White Sox']
2002,Michael Jackson,2,3,58,0,59,29,2,20,['Minnesota Twins']
2002,Miguel Batista,8,9,36,0,172,112,9,99,['Arizona Diamondbacks']
2002,Mike Fetters,3,3,65,0,53,53,8,31,"['Arizona Diamondbacks', 'Pittsburgh Pirates']"
2002,Mike Hampton,7,15,30,0,228,74,9,135,['Colorado Rockies']
2002,Mike Morgan,1,1,29,0,41,13,3,22,['Arizona Diamondbacks']
2002,Mike Mussina,18,10,33,0,208,182,7,103,['New York Yankees']
2002,Mike Stanton,7,1,79,6,73,44,4,29,['New York Yankees']
2002,Mike Timlin,4,6,72,0,75,50,3,35,"['St. Louis Cardinals', 'Philadelphia Phillies']"
2002,Oliver Perez,4,5,16,0,71,94,3,37,['San Diego Padres']
2002,Pedro Borbon,4,4,72,1,53,50,1,32,"['Toronto Blue Jays', 'Houston Astros']"
2002,Pedro Martinez,20,4,30,0,144,239,3,62,['Boston Red Sox']
2002,Randy Johnson,24,5,35,0,197,334,3,78,['Arizona Diamondbacks']
2002,Randy Wolf,11,9,31,0,172,172,4,77,['Philadelphia Phillies']
2002,Rheal Cormier,5,6,54,0,61,49,4,38,['Philadelphia Phillies']
2002,Roberto Hernandez,1,3,53,26,62,39,3,29,['Kansas City Royals']
2002,Roger Clemens,13,6,29,0,172,192,14,94,['New York Yankees']
2002,Roy Halladay,19,7,34,0,223,168,4,93,['Toronto Blue Jays']
2002,Rudy Seanez,1,3,33,0,28,40,6,25,['Texas Rangers']
2002,Ryan Dempster,10,13,33,0,228,153,2,127,"['Florida Marlins', 'Cincinnati Reds']"
2002,Steve Kline,2,1,66,6,54,41,1,23,['St. Louis Cardinals']
2002,Steve Trachsel,11,11,30,0,170,105,4,80,['New York Mets']
2002,Terry Mulholland,3,2,37,0,101,38,1,56,"['Los Angeles Dodgers', 'Cleveland Indians']"
2002,Tim Hudson,15,9,34,0,237,152,7,87,['Oakland Athletics']
2002,Tim Wakefield,11,5,45,3,121,134,5,57,['Boston Red Sox']
2002,Todd Jones,1,4,79,1,84,73,1,43,['Colorado Rockies']
2002,Tom Glavine,18,11,36,0,210,127,2,85,['Atlanta Braves']
2002,Tom Gordon,1,3,34,0,42,48,0,19,"['Houston Astros', 'Chicago Cubs']"
2002,Trevor Hoffman,2,5,61,38,52,69,3,20,['San Diego Padres']
2003,A. J. Burnett,0,2,4,0,18,21,2,13,['Florida Marlins']
2003,Al Leiter,15,9,30,0,176,139,5,83,['New York Mets']
2003,Alan Embree,4,1,65,1,49,45,0,26,['Boston Red Sox']
2003,Andy Pettitte,21,8,33,0,227,180,5,109,['New York Yankees']
2003,Arthur Rhodes,3,3,67,3,53,48,2,25,['Seattle Mariners']
2003,Bartolo Colon,15,13,34,0,223,173,8,107,['Chicago White Sox']
2003,Billy Wagner,1,4,78,44,52,105,4,18,['Houston Astros']
2003,Bronson Arroyo,0,0,6,1,10,14,0,5,['Boston Red Sox']
2003,Bruce Chen,0,1,16,0,26,20,0,16,"['Boston Red Sox', 'Houston Astros']"
2003,CC Sabathia,13,9,30,0,190,141,4,85,['Cleveland Indians']
2003,Chan Ho Park,1,3,7,0,34,16,1,26,['Texas Rangers']
2003,Curt Schilling,8,9,24,0,144,194,4,58,['Arizona Diamondbacks']
2003,Dan Plesac,2,1,58,2,29,37,1,12,['Philadelphia Phillies']
2003,Darren Oliver,13,11,33,0,201,88,0,108,['Colorado Rockies']
2003,David Cone,1,3,5,0,20,13,0,13,['New York Mets']
2003,David Weathers,1,6,77,7,87,75,1,33,['New York Mets']
2003,David Wells,15,7,31,0,242,101,3,101,['New York Yankees']
2003,Derek Lowe,17,7,33,0,216,110,3,113,['Boston Red Sox']
2003,Eddie Guardado,3,5,66,41,50,60,5,22,['Minnesota Twins']
2003,Edwin Jackson,2,1,4,0,17,19,3,6,['Los Angeles Dodgers']
2003,Fernando Rodney,1,3,27,3,35,33,0,20,['Detroit Tigers']
2003,Francisco Rodriguez,8,3,59,2,50,95,7,30,['Anaheim Angels']
2003,Greg Maddux,16,11,36,0,225,124,3,112,['Atlanta Braves']
2003,Jamey Wright,1,2,4,0,23,19,0,14,['Kansas City Royals']
2003,Jamie Moyer,21,7,33,0,199,129,0,83,['Seattle Mariners']
2003,Jason Isringhausen,0,1,40,22,31,41,6,14,['St. Louis Cardinals']
2003,Jeff Fassero,1,7,62,3,93,55,2,51,['St. Louis Cardinals']
2003,Jeff Suppan,13,11,32,0,217,110,7,98,"['Boston Red Sox', 'Pittsburgh Pirates']"
2003,Jesse Orosco,2,2,65,2,41,29,7,31,"['San Diego Padres', 'New York Yankees', 'Minnesota Twins']"
2003,Joaquin Benoit,8,5,25,0,99,87,3,67,['Texas Rangers']
2003,Joe Nathan,12,4,78,0,51,83,4,26,['San Francisco Giants']
2003,John Franco,0,3,38,2,35,16,2,11,['New York Mets']
2003,John Smoltz,0,2,62,45,48,73,2,9,['Atlanta Braves']
2003,Jose Mesa,5,7,61,24,71,45,3,44,['Philadelphia Phillies']
2003,Jose Santiago,1,3,25,0,37,15,0,11,['Cleveland Indians']
2003,Julian Tavarez,3,3,64,11,75,39,3,37,['Pittsburgh Pirates']
2003,Kenny Rogers,13,8,33,0,227,116,6,108,['Minnesota Twins']
2003,Kent Mercker,0,2,67,1,46,48,4,16,"['Atlanta Braves', 'Cincinnati Reds']"
2003,Kevin Appier,8,9,23,0,120,55,6,69,"['Kansas City Royals', 'Anaheim Angels']"
2003,Kevin Brown,14,9,32,0,184,185,5,67,['Los Angeles Dodgers']
2003,Kevin Millwood,14,12,35,0,210,169,2,103,['Philadelphia Phillies']
2003,Kyle Farnsworth,3,2,77,0,53,92,6,31,['Chicago Cubs']
2003,Kyle Lohse,14,11,33,0,211,130,10,107,['Minnesota Twins']
2003,LaTroy Hawkins,9,3,74,2,69,75,5,20,['Minnesota Twins']
2003,Livan Hernandez,15,10,33,0,225,178,6,92,['Montreal Expos']
2003,Mariano Rivera,5,2,64,40,61,63,0,15,['New York Yankees']
2003,Mark Buehrle,14,14,35,0,250,119,1,124,['Chicago White Sox']
2003,Miguel Batista,10,9,36,0,197,142,7,85,['Arizona Diamondbacks']
2003,Mike Fetters,0,0,5,0,2,1,0,0,['Minnesota Twins']
2003,Mike Hampton,14,8,31,0,186,110,10,91,['Atlanta Braves']
2003,Mike Mussina,17,8,31,0,192,195,4,86,['New York Yankees']
2003,Mike Stanton,2,7,50,5,37,34,2,25,['New York Mets']
2003,Mike Timlin,6,4,72,2,77,65,0,37,['Boston Red Sox']
2003,Oliver Perez,4,10,24,0,129,141,7,80,"['San Diego Padres', 'Pittsburgh Pirates']"
2003,Pedro Borbon,0,1,7,0,14,0,0,9,['St. Louis Cardinals']
2003,Pedro Martinez,14,4,29,0,147,206,5,52,['Boston Red Sox']
2003,Randy Johnson,6,8,18,0,125,125,1,61,['Arizona Diamondbacks']
2003,Randy Wolf,16,10,33,0,176,177,6,101,['Philadelphia Phillies']
2003,Rheal Cormier,8,0,65,1,54,67,0,18,['Philadelphia Phillies']
2003,Roberto Hernandez,5,3,66,0,61,45,0,36,['Atlanta Braves']
2003,Roger Clemens,17,9,33,0,199,190,5,99,['New York Yankees']
2003,Roy Halladay,22,7,36,0,253,204,6,111,['Toronto Blue Jays']
2003,Rudy Seanez,0,1,9,0,11,9,3,7,['Boston Red Sox']
2003,Russ Springer,1,1,17,0,19,11,1,16,['St. Louis Cardinals']
2003,Ryan Dempster,3,7,22,0,134,84,3,89,['Cincinnati Reds']
2003,Steve Kline,5,5,78,3,56,31,2,29,['St. Louis Cardinals']
2003,Steve Trachsel,16,10,33,0,204,111,5,90,['New York Mets']
2003,Terry Mulholland,3,4,45,0,117,42,1,60,['Cleveland Indians']
2003,Tim Hudson,16,7,34,0,197,162,6,84,['Oakland Athletics']
2003,Tim Wakefield,11,7,35,1,193,169,8,106,['Boston Red Sox']
2003,Todd Jones,3,5,59,0,93,59,0,58,"['Colorado Rockies', 'Boston Red Sox']"
2003,Tom Glavine,9,14,32,0,205,82,2,94,['New York Mets']
2003,Tom Gordon,7,6,66,12,57,91,5,29,['Chicago White Sox']
2003,Trevor Hoffman,0,0,9,0,7,11,0,2,['San Diego Padres']
2004,A. J. Burnett,7,6,20,0,102,113,7,50,['Florida Marlins']
2004,Al Leiter,10,8,30,0,138,117,1,65,['New York Mets']
2004,Alan Embree,2,2,71,0,49,37,0,28,['Boston Red Sox']
2004,Andy Pettitte,6,4,15,0,71,79,4,37,['Houston Astros']
2004,Arthur Rhodes,3,3,37,9,46,34,2,23,['Oakland Athletics']
2004,Bartolo Colon,18,12,34,0,215,158,1,122,['Anaheim Angels']
2004,Billy Wagner,4,0,45,21,31,59,1,16,['Philadelphia Phillies']
2004,Bronson Arroyo,10,9,32,0,171,142,5,99,['Boston Red Sox']
2004,Bruce Chen,2,1,8,0,39,32,0,19,['Baltimore Orioles']
2004,CC Sabathia,11,10,30,0,176,139,1,90,['Cleveland Indians']
2004,Chan Ho Park,4,7,16,0,105,63,1,63,['Texas Rangers']
2004,Curt Schilling,21,6,32,0,206,203,3,84,['Boston Red Sox']
2004,Darren Oliver,3,3,27,0,87,46,1,50,"['Florida Marlins', 'Houston Astros']"
2004,David Weathers,7,7,66,0,85,61,1,44,"['Florida Marlins', 'New York Mets', 'Houston Astros']"
2004,David Wells,12,8,31,0,203,101,2,85,['San Diego Padres']
2004,Derek Lowe,14,12,33,0,224,105,3,138,['Boston Red Sox']
2004,Eddie Guardado,2,2,41,18,31,45,0,14,['Seattle Mariners']
2004,Edwin Jackson,2,1,8,0,31,16,0,20,['Los Angeles Dodgers']
2004,Francisco Rodriguez,4,1,69,12,51,123,5,21,['Anaheim Angels']
2004,Greg Maddux,16,11,33,0,218,151,2,103,['Chicago Cubs']
2004,Jamey Wright,2,3,14,0,82,41,3,39,['Colorado Rockies']
2004,Jamie Moyer,7,13,34,0,217,125,1,127,['Seattle Mariners']
2004,Jason Isringhausen,4,2,74,47,55,71,1,27,['St. Louis Cardinals']
2004,Jeff Fassero,3,8,41,0,136,60,4,73,"['Arizona Diamondbacks', 'Colorado Rockies']"
2004,Jeff Suppan,16,9,31,0,192,110,4,98,['St. Louis Cardinals']
2004,Joaquin Benoit,3,5,28,0,113,95,3,67,['Texas Rangers']
2004,Joe Nathan,1,2,73,44,48,89,5,14,['Minnesota Twins']
2004,John Franco,2,7,52,0,46,36,2,28,['New York Mets']
2004,John Smoltz,0,1,73,44,75,85,6,25,['Atlanta Braves']
2004,Jose Mesa,5,2,70,43,78,37,1,26,['Pittsburgh Pirates']
2004,Julian Tavarez,7,4,77,4,57,48,2,21,['St. Louis Cardinals']
2004,Kenny Rogers,18,9,35,0,248,126,2,117,['Texas Rangers']
2004,Kent Mercker,3,1,71,0,39,51,4,15,['Chicago Cubs']
2004,Kevin Appier,0,1,2,0,7,2,2,8,['Kansas City Royals']
2004,Kevin Brown,10,6,22,0,132,83,6,65,['New York Yankees']
2004,Kevin Millwood,9,6,25,0,155,125,4,81,['Philadelphia Phillies']
2004,Kyle Farnsworth,4,5,72,0,67,78,1,39,['Chicago Cubs']
2004,Kyle Lohse,9,13,35,0,240,111,6,128,['Minnesota Twins']
2004,LaTroy Hawkins,5,4,77,25,72,69,2,27,['Chicago Cubs']
2004,Livan Hernandez,11,15,35,0,234,186,1,105,['Montreal Expos']
2004,Mariano Rivera,4,2,74,53,65,66,0,17,['New York Yankees']
2004,Mark Buehrle,16,10,35,0,257,165,0,119,['Chicago White Sox']
2004,Michael Jackson,2,0,45,0,55,26,1,27,['Chicago White Sox']
2004,Miguel Batista,10,13,38,5,206,104,12,115,['Toronto Blue Jays']
2004,Mike Fetters,0,1,23,1,23,14,4,22,['Arizona Diamondbacks']
2004,Mike Hampton,13,9,29,0,198,87,3,86,['Atlanta Braves']
2004,Mike Mussina,12,9,27,0,178,132,5,91,['New York Yankees']
2004,Mike Stanton,2,6,83,0,70,58,1,32,['New York Mets']
2004,Mike Timlin,5,4,76,1,75,56,1,35,['Boston Red Sox']
2004,Oliver Perez,12,10,30,0,145,239,2,71,['Pittsburgh Pirates']
2004,Pedro Martinez,16,9,33,0,193,227,2,99,['Boston Red Sox']
2004,Randy Johnson,16,14,35,0,177,290,3,88,['Arizona Diamondbacks']
2004,Randy Wolf,5,8,23,0,145,89,2,73,['Philadelphia Phillies']
2004,Rheal Cormier,4,5,84,0,70,46,1,32,['Philadelphia Phillies']
2004,Roberto Hernandez,3,5,63,0,66,44,3,39,['Philadelphia Phillies']
2004,Roger Clemens,18,4,33,0,169,218,5,76,['Houston Astros']
2004,Roy Halladay,8,8,21,0,140,95,2,66,['Toronto Blue Jays']
2004,Rudy Seanez,3,2,39,0,39,46,4,17,"['Florida Marlins', 'Kansas City Royals']"
2004,Russ Springer,0,1,16,0,15,9,2,4,['Houston Astros']
2004,Ryan Dempster,1,1,23,2,16,18,1,9,['Chicago Cubs']
2004,Steve Kline,2,2,67,3,37,35,1,12,['St. Louis Cardinals']
2004,Steve Trachsel,12,13,33,0,203,117,4,104,['New York Mets']
2004,Terry Mulholland,5,9,39,0,163,60,2,76,['Minnesota Twins']
2004,Tim Hudson,12,6,27,0,194,103,4,82,['Oakland Athletics']
2004,Tim Wakefield,12,10,32,0,197,116,9,121,['Boston Red Sox']
2004,Todd Jones,11,5,78,2,84,59,2,39,"['Cincinnati Reds', 'Philadelphia Phillies']"
2004,Tom Glavine,11,14,33,0,204,109,0,94,['New York Mets']
2004,Tom Gordon,9,4,80,4,56,96,3,23,['New York Yankees']
2004,Trevor Hoffman,3,3,55,41,42,53,2,14,['San Diego Padres']
2004,Zack Greinke,8,11,24,0,143,100,1,64,['Kansas City Royals']
2005,A. J. Burnett,12,12,32,0,184,198,12,97,['Florida Marlins']
2005,Adam Wainwright,0,0,2,0,2,0,0,3,['St. Louis Cardinals']
2005,Al Leiter,7,12,33,0,154,97,2,103,"['Florida Marlins', 'New York Yankees']"
2005,Alan Embree,2,5,67,1,62,38,1,47,"['Boston Red Sox', 'New York Yankees']"
2005,Andy Pettitte,17,9,33,0,188,171,2,66,['Houston Astros']
2005,Arthur Rhodes,3,1,47,0,33,43,0,13,['Cleveland Indians']
2005,Bartolo Colon,21,8,33,0,215,157,2,93,['Los Angeles Angels of Anaheim']
2005,Billy Wagner,4,3,75,38,45,87,3,17,['Philadelphia Phillies']
2005,Bronson Arroyo,14,10,35,0,213,100,5,116,['Boston Red Sox']
2005,Bruce Chen,13,10,34,0,187,133,2,94,['Baltimore Orioles']
2005,CC Sabathia,15,10,31,0,185,161,7,92,['Cleveland Indians']
2005,Chan Ho Park,12,8,30,0,180,113,6,103,"['San Diego Padres', 'Texas Rangers']"
2005,Curt Schilling,8,8,32,9,121,87,1,59,['Boston Red Sox']
2005,David Weathers,7,4,73,15,71,61,4,36,['Cincinnati Reds']
2005,David Wells,15,7,30,0,220,107,4,95,['Boston Red Sox']
2005,Derek Lowe,12,15,35,0,223,146,3,113,['Los Angeles Dodgers']
2005,Eddie Guardado,2,3,58,36,52,48,1,23,['Seattle Mariners']
2005,Edwin Jackson,2,2,7,0,31,13,2,22,['Los Angeles Dodgers']
2005,Ervin Santana,12,8,23,0,139,99,4,73,['Los Angeles Angels of Anaheim']
2005,Fernando Rodney,2,3,39,9,39,42,2,14,['Detroit Tigers']
2005,Francisco Rodriguez,2,5,66,45,45,91,8,20,['Los Angeles Angels of Anaheim']
2005,Greg Maddux,13,15,35,0,239,136,8,112,['Chicago Cubs']
2005,Jamey Wright,8,16,34,0,201,101,2,119,['Colorado Rockies']
2005,Jamie Moyer,13,7,32,0,225,102,3,99,['Seattle Mariners']
2005,Jason Isringhausen,1,2,63,39,43,51,2,14,['St. Louis Cardinals']
2005,Jeff Fassero,4,7,48,0,92,60,3,48,['San Francisco Giants']
2005,Jeff Suppan,16,10,32,0,206,114,6,93,['St. Louis Cardinals']
2005,Joaquin Benoit,4,4,32,0,69,78,1,39,['Texas Rangers']
2005,Joe Nathan,7,4,69,43,46,94,2,22,['Minnesota Twins']
2005,John Franco,0,1,31,0,23,16,0,13,['Houston Astros']
2005,John Smoltz,14,7,33,0,210,169,2,83,['Atlanta Braves']
2005,Jose Mesa,2,8,55,27,61,37,2,30,['Pittsburgh Pirates']
2005,Jose Santiago,0,0,4,0,10,3,0,2,['New York Mets']
2005,Julian Tavarez,2,3,74,4,68,47,1,28,['St. Louis Cardinals']
2005,Justin Verlander,0,2,2,0,15,7,1,9,['Detroit Tigers']
2005,Kenny Rogers,14,8,30,0,205,87,0,86,['Texas Rangers']
2005,Kent Mercker,3,1,78,4,64,45,1,27,['Cincinnati Reds']
2005,Kevin Brown,4,7,13,0,107,50,6,57,['New York Yankees']
2005,Kevin Millwood,9,11,30,0,182,146,2,72,['Cleveland Indians']
2005,Kyle Farnsworth,1,1,72,16,44,87,3,18,"['Detroit Tigers', 'Atlanta Braves']"
2005,Kyle Lohse,9,13,31,0,211,86,4,85,['Minnesota Twins']
2005,LaTroy Hawkins,2,8,66,6,58,43,1,27,"['San Francisco Giants', 'Chicago Cubs']"
2005,Livan Hernandez,15,10,35,0,268,147,3,116,['Washington Nationals']
2005,Mariano Rivera,7,4,71,43,50,80,0,18,['New York Yankees']
2005,Mark Buehrle,16,8,33,0,240,149,2,99,['Chicago White Sox']
2005,Miguel Batista,5,8,71,31,80,54,3,39,['Toronto Blue Jays']
2005,Mike Hampton,5,3,12,0,74,27,1,28,['Atlanta Braves']
2005,Mike Mussina,13,8,30,0,199,142,2,93,['New York Yankees']
2005,Mike Stanton,3,3,59,0,49,27,1,24,"['Boston Red Sox', 'Washington Nationals', 'New York Yankees']"
2005,Mike Timlin,7,3,81,13,86,59,3,23,['Boston Red Sox']
2005,Oliver Perez,7,5,20,0,102,97,3,68,['Pittsburgh Pirates']
2005,Pedro Martinez,15,8,31,0,159,208,4,69,['New York Mets']
2005,Randy Johnson,17,8,34,0,207,211,3,102,['New York Yankees']
2005,Randy Wolf,6,4,13,0,87,61,1,40,['Philadelphia Phillies']
2005,Rheal Cormier,4,2,57,0,56,34,3,33,['Philadelphia Phillies']
2005,Rich Hill,0,2,10,0,25,21,0,24,['Chicago Cubs']
2005,Roberto Hernandez,8,6,67,4,57,61,4,20,['New York Mets']
2005,Roger Clemens,13,8,32,0,151,185,3,51,['Houston Astros']
2005,Roy Halladay,12,4,19,0,118,108,2,39,['Toronto Blue Jays']
2005,Rudy Seanez,7,1,57,0,49,84,4,19,['San Diego Padres']
2005,Russ Springer,4,4,62,0,49,54,2,34,['Houston Astros']
2005,Ryan Dempster,5,3,63,33,83,89,4,35,['Chicago Cubs']
2005,Steve Kline,2,4,67,0,59,36,4,34,['Baltimore Orioles']
2005,Steve Trachsel,1,4,6,0,37,24,1,20,['New York Mets']
2005,Terry Mulholland,0,2,49,0,61,18,3,30,['Minnesota Twins']
2005,Tim Hudson,14,9,29,0,194,115,4,79,['Atlanta Braves']
2005,Tim Wakefield,16,12,33,0,210,151,8,113,['Boston Red Sox']
2005,Todd Jones,1,5,68,40,61,62,2,19,['Florida Marlins']
2005,Tom Glavine,13,13,33,0,227,105,1,88,['New York Mets']
2005,Tom Gordon,5,4,79,2,59,69,1,25,['New York Yankees']
2005,Trevor Hoffman,1,6,60,43,52,54,1,23,['San Diego Padres']
2005,Zack Greinke,5,17,33,0,233,114,4,125,['Kansas City Royals']
2006,A. J. Burnett,10,8,21,0,138,118,6,67,['Toronto Blue Jays']
2006,Adam Wainwright,2,1,61,3,64,72,3,26,['St. Louis Cardinals']
2006,Alan Embree,4,3,73,0,50,53,0,21,['San Diego Padres']
2006,Andrew Miller,0,1,8,0,8,6,1,9,['Detroit Tigers']
2006,Andy Pettitte,14,13,36,0,238,178,2,114,['Houston Astros']
2006,Anibal Sanchez,10,3,18,0,90,72,4,39,['Florida Marlins']
2006,Arthur Rhodes,0,5,55,4,47,48,7,27,['Philadelphia Phillies']
2006,Bartolo Colon,1,5,10,0,71,31,1,39,['Los Angeles Angels of Anaheim']
2006,Billy Wagner,3,2,70,40,59,94,2,22,['New York Mets']
2006,Bronson Arroyo,14,11,35,0,222,184,6,98,['Cincinnati Reds']
2006,Bruce Chen,0,7,40,0,137,70,1,81,['Baltimore Orioles']
2006,CC Sabathia,12,11,28,0,182,172,3,83,['Cleveland Indians']
2006,Chan Ho Park,7,7,24,0,146,96,5,81,['San Diego Padres']
2006,Curt Schilling,15,7,31,0,220,183,1,90,['Boston Red Sox']
2006,Darren Oliver,4,1,45,0,70,60,1,33,['New York Mets']
2006,David Weathers,4,4,67,12,61,50,0,31,['Cincinnati Reds']
2006,David Wells,3,5,13,0,97,38,0,41,"['San Diego Padres', 'Boston Red Sox']"
2006,Derek Lowe,16,8,35,0,221,123,3,97,['Los Angeles Dodgers']
2006,Eddie Guardado,1,3,43,13,44,39,0,19,"['Cincinnati Reds', 'Seattle Mariners']"
2006,Edwin Jackson,0,0,23,0,42,27,3,27,['Tampa Bay Devil Rays']
2006,Ervin Santana,16,8,33,0,181,141,10,106,['Los Angeles Angels of Anaheim']
2006,Fernando Rodney,7,4,63,7,51,65,3,36,['Detroit Tigers']
2006,Francisco Rodriguez,2,3,69,47,52,98,10,16,['Los Angeles Angels of Anaheim']
2006,Greg Maddux,15,14,34,0,219,117,0,109,"['Los Angeles Dodgers', 'Chicago Cubs']"
2006,Jamey Wright,6,10,34,0,167,79,6,95,['San Francisco Giants']
2006,Jamie Moyer,11,14,33,0,228,108,3,110,"['Seattle Mariners', 'Philadelphia Phillies']"
2006,Jason Isringhausen,4,8,59,33,47,52,3,25,['St. Louis Cardinals']
2006,Jeff Fassero,1,1,10,0,23,7,2,13,['San Francisco Giants']
2006,Jeff Suppan,12,7,32,0,207,104,8,100,['St. Louis Cardinals']
2006,Joaquin Benoit,1,1,56,0,68,85,3,49,['Texas Rangers']
2006,Joe Nathan,7,0,64,36,38,95,3,12,['Minnesota Twins']
2006,John Smoltz,16,9,35,0,221,211,5,93,['Atlanta Braves']
2006,Jon Lester,7,2,15,0,91,60,5,43,['Boston Red Sox']
2006,Jose Mesa,1,5,79,1,73,39,4,32,['Colorado Rockies']
2006,Julian Tavarez,5,4,58,1,110,56,2,54,['Boston Red Sox']
2006,Justin Verlander,17,9,30,0,187,124,5,78,['Detroit Tigers']
2006,Kenny Rogers,17,8,34,0,195,99,5,97,['Detroit Tigers']
2006,Kent Mercker,1,1,37,1,28,17,1,15,['Cincinnati Reds']
2006,Kevin Millwood,16,12,34,0,228,157,6,114,['Texas Rangers']
2006,Kyle Farnsworth,3,6,72,6,62,75,5,34,['New York Yankees']
2006,Kyle Lohse,5,10,34,0,150,97,3,83,"['Minnesota Twins', 'Cincinnati Reds']"
2006,LaTroy Hawkins,3,2,60,0,73,27,2,30,['Baltimore Orioles']
2006,Livan Hernandez,13,13,34,0,246,128,1,125,"['Arizona Diamondbacks', 'Washington Nationals']"
2006,Mariano Rivera,5,5,63,34,61,55,0,16,['New York Yankees']
2006,Mark Buehrle,12,13,32,0,247,98,0,124,['Chicago White Sox']
2006,Miguel Batista,11,8,34,0,231,110,14,116,['Arizona Diamondbacks']
2006,Mike Mussina,15,7,32,0,184,172,3,88,['New York Yankees']
2006,Mike Stanton,7,7,82,8,70,48,5,30,"['Washington Nationals', 'San Francisco Giants']"
2006,Mike Timlin,6,6,68,9,78,30,3,33,['Boston Red Sox']
2006,Oliver Perez,3,13,22,0,129,102,5,90,"['New York Mets', 'Pittsburgh Pirates']"
2006,Pedro Martinez,9,8,23,0,108,137,2,72,['New York Mets']
2006,Randy Johnson,17,11,33,0,194,172,3,125,['New York Yankees']
2006,Randy Wolf,4,0,12,0,63,44,2,37,['Philadelphia Phillies']
2006,Rheal Cormier,2,3,64,0,48,19,2,13,"['Cincinnati Reds', 'Philadelphia Phillies']"
2006,Rich Hill,6,7,17,0,83,90,3,51,['Chicago Cubs']
2006,Roberto Hernandez,1,13,106,2,149,106,8,78,"['Pittsburgh Pirates', 'New York Mets', 'Cleveland Indians']"
2006,Roger Clemens,7,6,19,0,89,102,3,34,['Houston Astros']
2006,Roy Halladay,16,5,32,0,208,132,3,82,['Toronto Blue Jays']
2006,Rudy Seanez,3,3,49,0,58,54,7,32,"['San Diego Padres', 'Boston Red Sox']"
2006,Russ Springer,1,1,72,0,46,46,2,23,['Houston Astros']
2006,Ryan Dempster,1,9,74,24,77,67,6,47,['Chicago Cubs']
2006,Steve Kline,4,3,72,1,53,33,1,24,['San Francisco Giants']
2006,Steve Trachsel,15,8,30,0,185,79,4,94,['New York Mets']
2006,Terry Mulholland,0,0,5,0,7,1,0,3,['Arizona Diamondbacks']
2006,Tim Hudson,13,12,35,0,235,141,7,129,['Atlanta Braves']
2006,Tim Wakefield,7,11,23,0,135,90,6,80,['Boston Red Sox']
2006,Todd Jones,2,6,62,37,70,28,2,31,['Detroit Tigers']
2006,Tom Glavine,15,7,32,0,202,131,1,94,['New York Mets']
2006,Tom Gordon,3,4,59,34,53,68,3,23,['Philadelphia Phillies']
2006,Trevor Hoffman,0,2,65,46,48,50,2,16,['San Diego Padres']
2006,Zack Greinke,1,0,3,0,7,5,0,3,['Kansas City Royals']
2007,A. J. Burnett,10,8,25,0,131,176,5,74,['Toronto Blue Jays']
2007,Adam Wainwright,14,12,32,0,212,136,6,93,['St. Louis Cardinals']
2007,Alan Embree,1,2,68,17,67,51,0,30,['Oakland Athletics']
2007,Andrew Miller,5,5,13,0,73,56,4,43,['Detroit Tigers']
2007,Andy Pettitte,15,9,36,0,238,141,3,106,['New York Yankees']
2007,Anibal Sanchez,2,1,6,0,43,14,3,17,['Florida Marlins']
2007,Bartolo Colon,6,8,19,0,132,76,1,74,['Los Angeles Angels of Anaheim']
2007,Billy Wagner,2,2,66,34,55,80,4,22,['New York Mets']
2007,Bronson Arroyo,9,15,34,0,232,156,4,109,['Cincinnati Reds']
2007,Bruce Chen,0,0,5,0,11,7,0,11,['Texas Rangers']
2007,CC Sabathia,19,7,34,0,238,209,1,94,['Cleveland Indians']
2007,Chan Ho Park,0,1,1,0,6,4,1,7,['New York Mets']
2007,Curt Schilling,9,8,24,0,165,101,0,68,['Boston Red Sox']
2007,Darren Oliver,3,1,61,0,58,51,1,31,['Los Angeles Angels of Anaheim']
2007,David Weathers,2,6,70,33,67,48,1,33,['Cincinnati Reds']
2007,David Wells,9,9,29,0,201,82,1,97,"['Los Angeles Dodgers', 'San Diego Padres']"
2007,Derek Lowe,12,14,33,0,194,147,3,100,['Los Angeles Dodgers']
2007,Eddie Guardado,0,0,15,0,16,8,0,11,['Cincinnati Reds']
2007,Edwin Jackson,5,15,32,0,195,128,7,116,['Tampa Bay Devil Rays']
