year,player,games_played,at_bats,runs,hits,doubles,triples,homeruns,strikeouts,teams
1973,Jay Johnstone,23,28,1,3,1,0,0,4,['Oakland Athletics']
1973,Jeff Burroughs,151,526,71,147,17,1,30,88,['Texas Rangers']
1973,Jerry Grote,84,285,17,73,10,2,1,23,['New York Mets']
1973,Jerry Hairston,60,210,25,57,11,1,0,30,['Chicago White Sox']
1973,Jerry Koosman,35,78,3,8,1,0,0,37,['New York Mets']
1973,Jerry Reuss,42,95,7,13,3,0,0,45,['Houston Astros']
1973,Jerry Royster,10,19,1,4,0,0,0,5,['Los Angeles Dodgers']
1973,Jim Brewer,56,5,0,2,0,0,0,2,['Los Angeles Dodgers']
1973,Jim Dwyer,28,57,7,11,1,1,0,5,['St. Louis Cardinals']
1973,Jim Fregosi,90,281,32,71,10,3,6,56,"['New York Mets', 'Texas Rangers']"
1973,Jim Hickman,92,201,27,49,1,2,3,42,['Chicago Cubs']
1973,Jim Kaat,38,0,1,0,0,0,0,0,"['Chicago White Sox', 'Minnesota Twins']"
1973,Jim Palmer,38,0,0,0,0,0,0,0,['Baltimore Orioles']
1973,Jim Perry,35,0,0,0,0,0,0,0,['Detroit Tigers']
1973,Jim Slaton,38,0,0,0,0,0,0,0,['Milwaukee Brewers']
1973,Joe Coleman,40,0,0,0,0,0,0,0,['Detroit Tigers']
1973,Joe Morgan,157,576,116,167,35,2,26,61,['Cincinnati Reds']
1973,Joe Niekro,20,3,0,1,0,0,0,1,['Atlanta Braves']
1973,Joe Rudi,120,437,53,118,25,1,12,72,['Oakland Athletics']
1973,Joe Torre,141,519,67,149,17,2,13,78,['St. Louis Cardinals']
1973,John Briggs,142,488,78,120,20,7,18,83,['Milwaukee Brewers']
1973,John Lowenstein,98,305,42,89,16,1,6,41,['Cleveland Indians']
1973,John Mayberry,152,510,87,142,20,2,26,79,['Kansas City Royals']
1973,Johnny Bench,152,557,83,141,17,3,25,83,['Cincinnati Reds']
1973,Johnny Callison,45,136,10,24,4,0,1,24,['New York Yankees']
1973,Johnny Grubb,113,389,52,121,22,3,8,50,['San Diego Padres']
1973,Jorge Orta,128,425,46,113,9,10,6,87,['Chicago White Sox']
1973,Jose Cardenal,145,522,80,158,33,2,11,62,['Chicago Cubs']
1973,Jose Cruz,132,406,51,92,22,5,10,66,['St. Louis Cardinals']
1973,Jose Morales,11,19,0,6,1,0,0,5,"['Oakland Athletics', 'Montreal Expos']"
1973,Juan Marichal,34,69,4,13,2,0,0,10,['San Francisco Giants']
1973,Juan Pizarro,17,4,0,0,0,0,0,0,"['Houston Astros', 'Chicago Cubs']"
1973,Ken Forsch,46,62,2,4,1,0,0,26,['Houston Astros']
1973,Ken Griffey,25,86,19,33,5,1,3,10,['Cincinnati Reds']
1973,Ken Henderson,73,262,32,68,13,0,6,49,['Chicago White Sox']
1973,Ken McMullen,42,85,6,21,5,0,5,13,['Los Angeles Dodgers']
1973,Larry Bowa,122,446,42,94,11,3,0,31,['Philadelphia Phillies']
1973,Larry Gura,22,15,1,3,0,0,0,5,['Chicago Cubs']
1973,Lee Lacy,57,135,14,28,2,0,0,34,['Los Angeles Dodgers']
1973,Lee May,148,545,65,147,24,3,28,122,['Houston Astros']
1973,Leo Cardenas,72,195,9,42,4,0,0,42,['Cleveland Indians']
1973,Lindy McDaniel,47,2,0,0,0,0,0,2,['New York Yankees']
1973,Lou Brock,160,650,110,193,29,8,7,112,['St. Louis Cardinals']
1973,Lou Piniella,144,513,53,128,28,1,9,65,['Kansas City Royals']
1973,Luis Aparicio,132,499,56,135,17,1,0,33,['Boston Red Sox']
1973,Luis Tiant,35,0,0,0,0,0,0,0,['Boston Red Sox']
1973,Manny Mota,89,293,33,92,11,2,0,12,['Los Angeles Dodgers']
1973,Manny Trillo,17,12,0,3,2,0,0,4,['Oakland Athletics']
1973,Mark Belanger,154,470,60,106,15,1,0,54,['Baltimore Orioles']
1973,Mickey Lolich,42,0,0,0,0,0,0,0,['Detroit Tigers']
1973,Mike Jorgensen,138,413,49,95,16,2,9,49,['Montreal Expos']
1973,Mike Marshall,92,33,1,8,0,0,0,4,['Montreal Expos']
1973,Mike Ryan,28,69,7,16,1,2,1,19,['Philadelphia Phillies']
1973,Mike Schmidt,132,367,43,72,11,0,18,136,['Philadelphia Phillies']
1973,Mike Torrez,36,69,4,12,1,0,0,20,['Montreal Expos']
1973,Milt Pappas,30,48,2,3,0,0,1,28,['Chicago Cubs']
1973,Milt Wilcox,27,0,0,0,0,0,0,0,['Cleveland Indians']
1973,Nolan Ryan,41,0,0,0,0,0,0,0,['California Angels']
1973,Norm Cash,121,363,51,95,19,0,19,73,['Detroit Tigers']
1973,Orlando Cepeda,142,550,51,159,25,0,20,81,['Boston Red Sox']
1973,Oscar Gamble,113,390,56,104,11,3,20,37,['Cleveland Indians']
1973,Pat Kelly,144,550,77,154,24,5,1,91,['Chicago White Sox']
1973,Paul Blair,146,500,73,140,25,3,10,72,['Baltimore Orioles']
1973,Pedro Borbon,80,15,2,5,0,0,0,5,['Cincinnati Reds']
1973,Pete Rose,160,680,115,230,36,8,5,42,['Cincinnati Reds']
1973,Phil Garner,9,5,0,0,0,0,0,3,['Oakland Athletics']
1973,Phil Niekro,42,82,3,10,4,0,1,26,['Atlanta Braves']
1973,Ramon Hernandez,59,8,1,1,0,0,0,3,['Pittsburgh Pirates']
1973,Ray Sadecki,31,31,3,7,2,0,0,5,['New York Mets']
1973,Reggie Jackson,151,539,99,158,28,2,32,111,['Oakland Athletics']
1973,Reggie Smith,115,423,79,128,23,2,21,49,['Boston Red Sox']
1973,Rich Gossage,21,0,0,0,0,0,0,0,['Chicago White Sox']
1973,Richie Hebner,144,509,73,138,28,1,25,60,['Pittsburgh Pirates']
1973,Rick Dempsey,6,11,0,2,0,0,0,3,['New York Yankees']
1973,Rick Monday,149,554,93,148,24,5,26,124,['Chicago Cubs']
1973,Rick Reuschel,36,73,3,9,1,0,0,27,['Chicago Cubs']
1973,Rick Wise,35,88,12,17,3,1,3,36,['St. Louis Cardinals']
1973,Rod Carew,149,580,98,203,30,11,6,55,['Minnesota Twins']
1973,Rollie Fingers,62,1,0,0,0,0,0,1,['Oakland Athletics']
1973,Ron Cey,152,507,60,124,18,4,15,77,['Los Angeles Dodgers']
1973,Ron Fairly,142,413,70,123,13,1,17,33,['Montreal Expos']
1973,Ron Reed,21,45,4,9,1,0,0,15,['Atlanta Braves']
1973,Rudy May,34,0,0,0,0,0,0,0,['California Angels']
1973,Rusty Staub,152,585,77,163,36,1,15,52,['New York Mets']
1973,Sal Bando,162,592,97,170,32,3,29,84,['Oakland Athletics']
1973,Sandy Alomar,136,470,45,112,7,1,0,44,['California Angels']
1973,Sparky Lyle,51,0,0,0,0,0,0,0,['New York Yankees']
1973,Stan Bahnsen,42,0,0,0,0,0,0,0,['Chicago White Sox']
1973,Steve Carlton,40,100,6,16,2,0,2,19,['Philadelphia Phillies']
1973,Steve Garvey,114,349,37,106,17,3,8,42,['Los Angeles Dodgers']
1973,Steve Kline,14,0,0,0,0,0,0,0,['New York Yankees']
1973,Steve Ontiveros,24,33,3,8,0,0,1,7,['San Francisco Giants']
1973,Ted Simmons,161,619,62,192,36,2,13,47,['St. Louis Cardinals']
1973,Terry Forster,53,1,0,0,0,0,0,0,['Chicago White Sox']
1973,Tim Foli,126,458,37,110,11,0,2,40,['Montreal Expos']
1973,Tim McCarver,130,331,30,88,16,4,3,31,['St. Louis Cardinals']
1973,Toby Harrah,118,461,64,120,16,1,10,49,['Texas Rangers']
1973,Tom Burgmeier,6,0,0,0,0,0,0,0,['Kansas City Royals']
1973,Tom Murphy,19,23,1,4,1,0,0,5,['St. Louis Cardinals']
1973,Tom Paciorek,96,195,26,51,8,0,5,35,['Los Angeles Dodgers']
1973,Tom Seaver,39,93,9,15,2,1,1,34,['New York Mets']
1973,Tommy Davis,137,552,53,169,20,3,7,56,['Baltimore Orioles']
1973,Tommy John,36,74,3,15,1,0,0,17,['Los Angeles Dodgers']
1973,Tony Perez,151,564,73,177,33,3,27,117,['Cincinnati Reds']
1973,Tony Taylor,84,275,35,63,9,3,5,29,['Detroit Tigers']
1973,Tug McGraw,60,24,0,4,0,0,0,9,['New York Mets']
1973,Vada Pinson,124,466,56,121,14,6,8,55,['California Angels']
1973,Vic Davalillo,97,147,14,27,2,0,1,11,"['Oakland Athletics', 'Pittsburgh Pirates']"
1973,Vida Blue,38,1,0,0,0,0,0,0,['Oakland Athletics']
1973,Wilbur Wood,49,0,0,0,0,0,0,0,['Chicago White Sox']
1973,Willie Davis,152,599,82,171,29,9,16,62,['Los Angeles Dodgers']
1973,Willie Horton,111,411,42,130,19,3,17,57,['Detroit Tigers']
1973,Willie Mays,66,209,24,44,10,0,6,47,['New York Mets']
1973,Willie McCovey,130,383,52,102,14,3,29,78,['San Francisco Giants']
1973,Willie Stargell,148,522,106,156,43,3,44,129,['Pittsburgh Pirates']
1973,Woodie Fryman,34,0,0,0,0,0,0,0,['Detroit Tigers']
1974,Al Downing,21,29,3,5,0,0,0,11,['Los Angeles Dodgers']
1974,Al Kaline,147,558,71,146,28,2,13,75,['Detroit Tigers']
1974,Al Oliver,147,617,96,198,38,12,11,58,['Pittsburgh Pirates']
1974,Alan Ashby,10,7,1,1,0,0,0,2,['Cleveland Indians']
1974,Amos Otis,146,552,87,157,31,9,12,67,['Kansas City Royals']
1974,Aurelio Rodriguez,159,571,54,127,23,5,5,70,['Detroit Tigers']
1974,Ben Oglivie,92,252,28,68,11,3,4,38,['Detroit Tigers']
1974,Bernie Williams,14,15,1,2,0,0,0,6,['San Diego Padres']
1974,Bert Blyleven,37,0,0,0,0,0,0,0,['Minnesota Twins']
1974,Bert Campaneris,134,527,77,153,18,8,2,81,['Oakland Athletics']
1974,Bill Buckner,145,580,83,182,30,3,7,24,['Los Angeles Dodgers']
1974,Bill Lee,38,0,0,0,0,0,0,0,['Boston Red Sox']
1974,Bill Robinson,100,280,32,66,14,1,5,61,['Philadelphia Phillies']
1974,Bill Russell,160,553,61,149,18,6,5,53,['Los Angeles Dodgers']
1974,Billy Williams,117,404,55,113,22,0,16,44,['Chicago Cubs']
1974,Bob Bailey,152,507,69,142,20,2,20,107,['Montreal Expos']
1974,Bob Boone,146,488,41,118,24,3,3,29,['Philadelphia Phillies']
1974,Bob Forsch,20,29,1,7,1,0,0,11,['St. Louis Cardinals']
1974,Bob Gibson,33,81,6,17,4,1,0,19,['St. Louis Cardinals']
1974,Bob Johnson,14,0,0,0,0,0,0,0,['Cleveland Indians']
1974,Bob Jones,2,5,0,0,0,0,0,1,['Texas Rangers']
1974,Bob Miller,58,9,0,1,1,0,0,4,['New York Mets']
1974,Bob Watson,150,524,69,156,19,4,11,61,['Houston Astros']
1974,Bobby Grich,160,582,92,153,29,6,19,117,['Baltimore Orioles']
1974,Bobby Murcer,156,606,69,166,25,4,10,59,['New York Yankees']
1974,Boog Powell,110,344,37,91,13,1,12,58,['Baltimore Orioles']
1974,Brian Downing,108,293,41,66,12,1,10,72,['Chicago White Sox']
1974,Brooks Robinson,153,553,46,159,27,0,7,47,['Baltimore Orioles']
1974,Buck Martinez,43,107,10,23,3,1,1,19,['Kansas City Royals']
1974,Bud Harrelson,106,331,48,75,10,0,1,39,['New York Mets']
1974,Buddy Bell,116,423,51,111,15,1,7,29,['Cleveland Indians']
1974,Carl Yastrzemski,148,515,93,155,25,2,15,48,['Boston Red Sox']
1974,Carlton Fisk,52,187,36,56,12,1,11,23,['Boston Red Sox']
1974,Cecil Cooper,121,414,55,114,24,1,8,74,['Boston Red Sox']
1974,Cesar Cedeno,160,610,95,164,29,5,26,103,['Houston Astros']
1974,Charlie Hough,49,12,0,0,0,0,0,2,['Los Angeles Dodgers']
1974,Chris Chambliss,127,467,46,119,20,3,6,48,"['New York Yankees', 'Cleveland Indians']"
1974,Chris Speier,141,501,55,125,19,5,9,64,['San Francisco Giants']
1974,Claude Osteen,31,53,4,13,4,0,0,11,"['St. Louis Cardinals', 'Houston Astros']"
1974,Claudell Washington,73,221,16,63,10,5,0,44,['Oakland Athletics']
1974,Cookie Rojas,144,542,52,147,17,1,6,43,['Kansas City Royals']
1974,Dan Meyer,13,50,5,10,1,1,3,1,['Detroit Tigers']
1974,Darold Knowles,45,0,0,0,0,0,0,0,['Oakland Athletics']
1974,Darrell Evans,160,571,99,137,21,3,25,88,['Atlanta Braves']
1974,Darrell Porter,131,432,59,104,15,4,12,88,['Milwaukee Brewers']
1974,Dave Concepcion,160,594,70,167,25,1,14,79,['Cincinnati Reds']
1974,Dave Kingman,121,350,41,78,18,2,18,125,['San Francisco Giants']
1974,Dave Parker,73,220,27,62,10,3,4,53,['Pittsburgh Pirates']
1974,Dave Roberts,148,391,29,69,14,4,6,88,"['San Diego Padres', 'Houston Astros']"
1974,Dave Winfield,145,498,57,132,18,4,20,96,['San Diego Padres']
1974,Davey Lopes,145,530,95,141,26,3,10,71,['Los Angeles Dodgers']
1974,Deron Johnson,110,351,30,60,4,2,13,84,"['Oakland Athletics', 'Boston Red Sox', 'Milwaukee Brewers']"
1974,Dick McAuliffe,100,272,32,57,13,1,5,40,['Boston Red Sox']
1974,Don Baylor,137,489,66,133,22,1,10,56,['Baltimore Orioles']
1974,Don Kessinger,153,599,83,155,20,7,1,54,['Chicago Cubs']
1974,Don McMahon,9,0,0,0,0,0,0,0,['San Francisco Giants']
1974,Don Money,159,629,85,178,32,3,15,80,['Milwaukee Brewers']
1974,Don Sutton,40,98,7,18,2,0,0,22,['Los Angeles Dodgers']
1974,Doyle Alexander,30,0,0,0,0,0,0,0,['Baltimore Orioles']
1974,Dusty Baker,149,574,80,147,35,0,20,87,['Atlanta Braves']
1974,Dwight Evans,133,463,60,130,19,8,10,77,['Boston Red Sox']
1974,Ed Kirkpatrick,116,271,32,67,9,0,6,30,['Pittsburgh Pirates']
1974,Ed Kranepool,94,217,20,65,11,1,4,14,['New York Mets']
1974,Ed Sprague,20,0,0,0,0,0,0,0,['Milwaukee Brewers']
1974,Felipe Alou,3,3,0,0,0,0,0,2,['Milwaukee Brewers']
1974,Fergie Jenkins,41,2,1,1,0,0,0,1,['Texas Rangers']
1974,Frank Robinson,144,477,81,117,27,3,22,95,"['California Angels', 'Cleveland Indians']"
1974,Frank Tanana,39,0,0,0,0,0,0,0,['California Angels']
1974,Frank White,99,204,19,45,6,3,1,33,['Kansas City Royals']
1974,Fred Lynn,15,43,5,18,2,2,2,6,['Boston Red Sox']
1974,Fred Norman,35,61,3,8,0,0,0,20,['Cincinnati Reds']
1974,Gary Carter,9,27,5,11,0,1,1,2,['Montreal Expos']
1974,Gary Matthews,154,561,87,161,27,6,16,69,['San Francisco Giants']
1974,Gaylord Perry,37,0,0,0,0,0,0,0,['Cleveland Indians']
1974,Gene Garber,51,3,0,0,0,0,0,1,"['Kansas City Royals', 'Philadelphia Phillies']"
1974,George Brett,133,457,49,129,21,5,2,38,['Kansas City Royals']
1974,George Foster,106,276,31,73,18,0,7,52,['Cincinnati Reds']
1974,George Hendrick,139,495,65,138,23,1,19,73,['Cleveland Indians']
1974,George Stone,15,26,0,3,0,0,0,5,['New York Mets']
1974,Graig Nettles,155,566,74,139,21,1,22,75,['New York Yankees']
1974,Grant Jackson,49,0,0,0,0,0,0,0,['Baltimore Orioles']
1974,Greg Gross,156,589,78,185,21,8,0,39,['Houston Astros']
1974,Hal McRae,148,539,71,167,36,4,15,68,['Kansas City Royals']
1974,Hank Aaron,112,340,47,91,16,0,20,29,['Atlanta Braves']
1974,Harmon Killebrew,122,333,28,74,7,0,13,61,['Minnesota Twins']
1974,Jay Johnstone,64,200,30,59,10,4,6,28,['Philadelphia Phillies']
1974,Jeff Burroughs,152,554,84,167,33,2,25,104,['Texas Rangers']
1974,Jerry Grote,97,319,25,82,8,1,5,33,['New York Mets']
1974,Jerry Hairston,45,109,8,25,7,0,0,18,['Chicago White Sox']
1974,Jerry Koosman,35,86,5,16,2,1,0,29,['New York Mets']
1974,Jerry Reuss,35,86,7,13,1,0,0,25,['Pittsburgh Pirates']
1974,Jerry Royster,6,0,2,0,0,0,0,0,['Los Angeles Dodgers']
1974,Jim Brewer,24,2,0,0,0,0,0,1,['Los Angeles Dodgers']
1974,Jim Dwyer,74,86,13,24,1,0,2,16,['St. Louis Cardinals']
1974,Jim Fregosi,78,230,31,60,5,0,12,41,['Texas Rangers']
1974,Jim Hickman,50,60,5,16,0,0,2,10,['St. Louis Cardinals']
1974,Jim Kaat,42,1,0,0,0,0,0,0,['Chicago White Sox']
1974,Jim Palmer,26,0,0,0,0,0,0,0,['Baltimore Orioles']
1974,Jim Perry,36,0,0,0,0,0,0,0,['Cleveland Indians']
1974,Jim Rice,24,67,6,18,2,1,1,12,['Boston Red Sox']
1974,Jim Slaton,40,0,0,0,0,0,0,0,['Milwaukee Brewers']
1974,Jim Sundberg,132,368,45,91,13,3,3,61,['Texas Rangers']
1974,Joe Coleman,41,0,0,0,0,0,0,0,['Detroit Tigers']
1974,Joe Morgan,149,512,107,150,31,3,22,69,['Cincinnati Reds']
1974,Joe Niekro,27,5,0,0,0,0,0,1,['Atlanta Braves']
1974,Joe Rudi,158,593,73,174,39,4,22,92,['Oakland Athletics']
1974,Joe Torre,147,529,59,149,28,1,11,88,['St. Louis Cardinals']
1974,John Briggs,154,554,72,140,30,8,17,102,['Milwaukee Brewers']
1974,John Lowenstein,140,508,65,123,14,2,8,85,['Cleveland Indians']
1974,John Mayberry,126,427,63,100,13,1,22,72,['Kansas City Royals']
1974,Johnny Bench,160,621,108,174,38,2,33,90,['Cincinnati Reds']
1974,Johnny Grubb,140,444,53,127,20,4,8,47,['San Diego Padres']
1974,Jorge Orta,139,525,73,166,31,2,10,88,['Chicago White Sox']
1974,Jose Cardenal,143,542,75,159,35,3,13,67,['Chicago Cubs']
1974,Jose Cruz,107,161,24,42,4,3,5,27,['St. Louis Cardinals']
1974,Jose Morales,25,26,3,7,4,0,1,7,['Montreal Expos']
1974,Juan Beniquez,106,389,60,104,14,3,5,61,['Boston Red Sox']
1974,Juan Marichal,11,0,0,0,0,0,0,0,['Boston Red Sox']
1974,Juan Pizarro,7,6,0,2,0,0,0,1,['Pittsburgh Pirates']
1974,Keith Hernandez,14,34,3,10,1,2,0,8,['St. Louis Cardinals']
1974,Ken Forsch,70,7,0,0,0,0,0,3,['Houston Astros']
1974,Ken Griffey,88,227,24,57,9,5,2,43,['Cincinnati Reds']
1974,Ken Henderson,162,602,76,176,35,5,20,112,['Chicago White Sox']
1974,Ken McMullen,44,60,5,15,1,0,3,12,['Los Angeles Dodgers']
1974,Kent Tekulve,8,0,0,0,0,0,0,0,['Pittsburgh Pirates']
1974,Larry Bowa,162,669,97,184,19,10,1,52,['Philadelphia Phillies']
1974,Larry Gura,8,0,0,0,0,0,0,0,['New York Yankees']
1974,Lee Lacy,48,78,13,22,6,0,0,14,['Los Angeles Dodgers']
1974,Lee May,152,556,59,149,26,0,24,97,['Houston Astros']
1974,Leo Cardenas,34,92,5,25,3,0,0,14,['Texas Rangers']
1974,Lindy McDaniel,38,0,0,0,0,0,0,0,['Kansas City Royals']
1974,Lou Brock,153,635,105,194,25,7,3,88,['St. Louis Cardinals']
1974,Lou Piniella,140,518,71,158,26,0,9,58,['New York Yankees']
1974,Luis Tiant,38,0,0,0,0,0,0,0,['Boston Red Sox']
1974,Manny Mota,66,57,5,16,2,0,0,4,['Los Angeles Dodgers']
1974,Manny Trillo,21,33,3,5,0,0,0,8,['Oakland Athletics']
1974,Mark Belanger,155,493,54,111,14,4,5,69,['Baltimore Orioles']
1974,Mickey Lolich,41,0,0,0,0,0,0,0,['Detroit Tigers']
1974,Mike Jorgensen,131,287,45,89,16,1,11,39,['Montreal Expos']
1974,Mike Marshall,106,34,2,8,0,0,0,3,['Los Angeles Dodgers']
1974,Mike Ryan,15,30,2,3,0,0,0,16,['Pittsburgh Pirates']
1974,Mike Schmidt,162,568,108,160,28,7,36,138,['Philadelphia Phillies']
1974,Mike Torrez,36,64,4,8,1,0,0,25,['Montreal Expos']
1974,Milt Wilcox,41,0,0,0,0,0,0,0,['Cleveland Indians']
1974,Nolan Ryan,42,0,0,0,0,0,0,0,['California Angels']
1974,Norm Cash,53,149,17,34,3,2,7,30,['Detroit Tigers']
1974,Orlando Cepeda,33,107,3,23,5,0,1,16,['Kansas City Royals']
1974,Oscar Gamble,135,454,74,132,16,4,19,51,['Cleveland Indians']
1974,Pat Kelly,122,424,60,119,16,3,4,58,['Chicago White Sox']
1974,Paul Blair,151,552,77,144,27,4,17,59,['Baltimore Orioles']
1974,Pedro Borbon,73,26,4,5,0,0,0,7,['Cincinnati Reds']
1974,Pete Rose,163,652,110,185,45,7,3,54,['Cincinnati Reds']
1974,Phil Garner,30,28,4,5,1,0,0,5,['Oakland Athletics']
1974,Phil Niekro,41,104,5,20,2,0,0,18,['Atlanta Braves']
1974,Ramon Hernandez,58,4,1,1,1,0,0,3,['Pittsburgh Pirates']
1974,Ray Sadecki,34,27,1,7,0,0,0,1,['New York Mets']
1974,Reggie Jackson,148,506,90,146,25,1,29,105,['Oakland Athletics']
1974,Reggie Sanders,26,99,12,27,7,0,3,20,['Detroit Tigers']
1974,Reggie Smith,143,517,79,160,26,9,23,70,['St. Louis Cardinals']
1974,Rich Gossage,39,0,0,0,0,0,0,0,['Chicago White Sox']
1974,Richie Hebner,146,550,97,160,21,6,18,53,['Pittsburgh Pirates']
1974,Rick Dempsey,43,109,12,26,3,0,2,7,['New York Yankees']
1974,Rick Monday,142,538,84,158,19,7,20,94,['Chicago Cubs']
1974,Rick Reuschel,41,86,4,19,4,1,0,27,['Chicago Cubs']
1974,Rick Rhoden,4,2,0,1,0,0,0,1,['Los Angeles Dodgers']
1974,Rick Wise,9,0,0,0,0,0,0,0,['Boston Red Sox']
1974,Robin Yount,107,344,48,86,14,5,3,46,['Milwaukee Brewers']
1974,Rod Carew,153,599,86,218,30,5,3,49,['Minnesota Twins']
1974,Rollie Fingers,76,0,0,0,0,0,0,0,['Oakland Athletics']
1974,Ron Cey,159,577,88,151,20,2,18,68,['Los Angeles Dodgers']
1974,Ron Fairly,101,282,35,69,9,1,12,28,['Montreal Expos']
1974,Ron Reed,28,57,5,6,0,0,0,18,['Atlanta Braves']
1974,Rudy May,35,0,0,0,0,0,0,0,"['California Angels', 'New York Yankees']"
1974,Rusty Staub,151,561,65,145,22,2,19,39,['New York Mets']
1974,Sal Bando,146,498,84,121,21,2,22,79,['Oakland Athletics']
1974,Sandy Alomar,122,333,47,87,8,1,1,33,"['California Angels', 'New York Yankees']"
1974,Sparky Lyle,66,1,0,0,0,0,0,0,['New York Yankees']
1974,Stan Bahnsen,38,0,0,0,0,0,0,0,['Chicago White Sox']
1974,Steve Carlton,39,102,7,25,3,0,0,16,['Philadelphia Phillies']
1974,Steve Garvey,156,642,95,200,32,3,21,66,['Los Angeles Dodgers']
1974,Steve Kline,20,0,0,0,0,0,0,0,"['New York Yankees', 'Cleveland Indians']"
1974,Steve Ontiveros,120,343,45,91,15,1,4,41,['San Francisco Giants']
1974,Ted Simmons,152,599,66,163,33,6,20,35,['St. Louis Cardinals']
1974,Terry Forster,59,0,0,0,0,0,0,0,['Chicago White Sox']
1974,Tim Foli,121,441,41,112,10,3,0,27,['Montreal Expos']
1974,Tim McCarver,85,134,16,30,1,1,0,7,"['Boston Red Sox', 'St. Louis Cardinals']"
1974,Toby Harrah,161,573,79,149,23,2,21,65,['Texas Rangers']
1974,Tom Burgmeier,51,0,0,0,0,0,0,0,['Minnesota Twins']
1974,Tom Murphy,70,2,0,1,0,0,0,0,['Milwaukee Brewers']
1974,Tom Paciorek,85,175,23,42,8,6,1,32,['Los Angeles Dodgers']
1974,Tom Seaver,32,71,3,7,0,0,0,28,['New York Mets']
1974,Tommy Davis,158,626,67,181,20,1,11,49,['Baltimore Orioles']
1974,Tommy John,22,51,0,6,2,0,0,10,['Los Angeles Dodgers']
1974,Tony Perez,158,596,81,158,28,2,28,112,['Cincinnati Reds']
1974,Tony Taylor,62,64,5,21,4,0,2,6,['Philadelphia Phillies']
1974,Tug McGraw,41,14,2,1,1,0,0,5,['New York Mets']
1974,Vada Pinson,115,406,46,112,18,2,6,45,['Kansas City Royals']
1974,Vic Davalillo,17,23,0,4,0,0,0,2,['Oakland Athletics']
1974,Vida Blue,40,0,0,0,0,0,0,0,['Oakland Athletics']
1974,Wilbur Wood,42,0,0,0,0,0,0,0,['Chicago White Sox']
1974,Willie Davis,153,611,86,180,27,9,12,69,['Montreal Expos']
1974,Willie Horton,72,238,32,71,8,1,15,36,['Detroit Tigers']
1974,Willie McCovey,128,344,53,87,19,1,22,76,['San Diego Padres']
1974,Willie Stargell,140,508,90,153,37,4,25,106,['Pittsburgh Pirates']
1974,Woodie Fryman,27,0,0,0,0,0,0,0,['Detroit Tigers']
1975,Al Downing,22,16,0,0,0,0,0,8,['Los Angeles Dodgers']
1975,Al Oliver,155,628,90,176,39,8,18,73,['Pittsburgh Pirates']
1975,Alan Ashby,90,254,32,57,10,1,5,42,['Cleveland Indians']
1975,Amos Otis,132,470,87,116,26,6,9,48,['Kansas City Royals']
1975,Aurelio Rodriguez,151,507,47,124,20,6,13,63,['Detroit Tigers']
1975,Ben Oglivie,100,332,45,95,14,1,9,62,['Detroit Tigers']
1975,Bert Blyleven,35,0,0,0,0,0,0,0,['Minnesota Twins']
1975,Bert Campaneris,137,509,69,135,15,3,4,71,['Oakland Athletics']
1975,Bill Buckner,92,288,30,70,11,2,6,15,['Los Angeles Dodgers']
1975,Bill Lee,41,0,0,0,0,0,0,0,['Boston Red Sox']
1975,Bill Robinson,92,200,26,56,12,2,6,36,['Pittsburgh Pirates']
1975,Bill Russell,84,252,24,52,9,2,0,28,['Los Angeles Dodgers']
1975,Billy Williams,155,520,68,127,20,1,23,68,['Oakland Athletics']
1975,Bob Bailey,106,227,23,62,5,0,5,38,['Montreal Expos']
1975,Bob Boone,97,289,28,71,14,2,2,14,['Philadelphia Phillies']
1975,Bob Forsch,35,78,9,24,3,3,1,20,['St. Louis Cardinals']
1975,Bob Gibson,22,28,1,5,0,0,0,9,['St. Louis Cardinals']
1975,Bob Jones,9,11,2,1,0,0,0,3,['Texas Rangers']
1975,Bob McClure,12,0,0,0,0,0,0,0,['Kansas City Royals']
1975,Bob Watson,132,485,67,157,27,1,18,50,['Houston Astros']
1975,Bobby Grich,150,524,81,136,26,4,13,88,['Baltimore Orioles']
1975,Bobby Murcer,147,526,80,157,29,4,11,45,['San Francisco Giants']
1975,Boog Powell,134,435,64,129,18,0,27,72,['Cleveland Indians']
1975,Brian Downing,138,420,58,101,12,1,7,75,['Chicago White Sox']
1975,Brooks Robinson,144,482,50,97,15,1,6,33,['Baltimore Orioles']
1975,Buck Martinez,80,226,15,51,9,2,3,28,['Kansas City Royals']
1975,Bud Harrelson,34,73,5,16,2,0,0,13,['New York Mets']
1975,Buddy Bell,153,553,66,150,20,4,10,72,['Cleveland Indians']
1975,Carl Yastrzemski,149,543,91,146,30,1,14,67,['Boston Red Sox']
1975,Carlton Fisk,79,263,47,87,14,4,10,32,['Boston Red Sox']
1975,Cecil Cooper,106,305,49,95,17,6,14,33,['Boston Red Sox']
1975,Cesar Cedeno,131,500,93,144,31,3,13,52,['Houston Astros']
1975,Charlie Hough,38,6,1,2,0,0,0,1,['Los Angeles Dodgers']
1975,Chet Lemon,9,35,2,9,2,0,0,6,['Chicago White Sox']
1975,Chris Chambliss,150,562,66,171,38,4,9,50,['New York Yankees']
1975,Chris Speier,141,487,60,132,30,5,10,50,['San Francisco Giants']
1975,Claude Osteen,37,0,0,0,0,0,0,0,['Chicago White Sox']
1975,Claudell Washington,148,590,86,182,24,7,10,80,['Oakland Athletics']
