year,player,games_played,at_bats,runs,hits,doubles,triples,homeruns,strikeouts,teams
1975,Cookie Rojas,120,406,34,103,18,2,2,24,['Kansas City Royals']
1975,Dan Meyer,122,470,56,111,17,3,8,25,['Detroit Tigers']
1975,Darold Knowles,58,15,0,1,0,0,0,8,['Chicago Cubs']
1975,Darrell Evans,156,567,82,138,22,2,22,106,['Atlanta Braves']
1975,Darrell Porter,130,409,66,95,12,5,18,77,['Milwaukee Brewers']
1975,Dave Bergman,7,17,0,0,0,0,0,4,['New York Yankees']
1975,Dave Collins,93,319,41,85,13,4,3,55,['California Angels']
1975,Dave Concepcion,140,507,62,139,23,1,5,51,['Cincinnati Reds']
1975,Dave Kingman,134,502,65,116,22,1,36,153,['New York Mets']
1975,Dave Parker,148,558,75,172,35,10,25,89,['Pittsburgh Pirates']
1975,Dave Roberts,65,176,9,41,4,1,2,31,"['San Diego Padres', 'Houston Astros']"
1975,Dave Winfield,143,509,74,136,20,2,15,82,['San Diego Padres']
1975,Davey Lopes,155,618,108,162,24,6,8,93,['Los Angeles Dodgers']
1975,Dennis Eckersley,34,0,0,0,0,0,0,0,['Cleveland Indians']
1975,Denny Walling,6,8,0,1,1,0,0,4,['Oakland Athletics']
1975,Deron Johnson,151,565,68,135,25,1,19,117,"['Chicago White Sox', 'Boston Red Sox']"
1975,Dick McAuliffe,7,15,0,2,0,0,0,2,['Boston Red Sox']
1975,Don Baylor,145,524,79,148,21,6,25,64,['Baltimore Orioles']
1975,Don Kessinger,154,601,77,146,26,10,0,47,['Chicago Cubs']
1975,Don Money,109,405,58,112,16,1,15,51,['Milwaukee Brewers']
1975,Don Sutton,35,80,4,11,1,0,0,20,['Los Angeles Dodgers']
1975,Doyle Alexander,32,0,0,0,0,0,0,0,['Baltimore Orioles']
1975,Dusty Baker,142,494,63,129,18,2,19,57,['Atlanta Braves']
1975,Dwight Evans,128,412,61,113,24,6,13,60,['Boston Red Sox']
1975,Ed Kirkpatrick,89,144,15,34,5,0,5,22,['Pittsburgh Pirates']
1975,Ed Kranepool,106,325,42,105,16,0,4,21,['New York Mets']
1975,Ed Sprague,18,0,0,0,0,0,0,0,['Milwaukee Brewers']
1975,Fergie Jenkins,37,0,0,0,0,0,0,0,['Texas Rangers']
1975,Frank Robinson,49,118,19,28,5,0,9,15,['Cleveland Indians']
1975,Frank Tanana,34,0,0,0,0,0,0,0,['California Angels']
1975,Frank White,111,304,43,76,10,2,7,39,['Kansas City Royals']
1975,Fred Lynn,145,528,103,175,47,7,21,90,['Boston Red Sox']
1975,Fred Norman,34,60,3,7,1,0,0,19,['Cincinnati Reds']
1975,Gary Carter,144,503,58,136,20,1,17,83,['Montreal Expos']
1975,Gary Matthews,116,425,67,119,22,3,12,53,['San Francisco Giants']
1975,Gaylord Perry,37,0,0,0,0,0,0,0,"['Cleveland Indians', 'Texas Rangers']"
1975,Gene Garber,71,12,0,2,0,0,0,2,['Philadelphia Phillies']
1975,George Brett,159,634,84,195,35,13,11,49,['Kansas City Royals']
1975,George Foster,134,463,71,139,24,4,23,73,['Cincinnati Reds']
1975,George Hendrick,145,561,82,145,21,2,24,78,['Cleveland Indians']
1975,George Stone,13,18,2,3,0,0,0,5,['New York Mets']
1975,Graig Nettles,157,581,71,155,24,4,21,88,['New York Yankees']
1975,Grant Jackson,41,0,0,0,0,0,0,0,['Baltimore Orioles']
1975,Greg Gross,132,483,67,142,14,10,0,37,['Houston Astros']
1975,Greg Minton,4,6,0,0,0,0,0,3,['San Francisco Giants']
1975,Hal McRae,126,480,58,147,38,6,5,47,['Kansas City Royals']
1975,Hank Aaron,137,465,45,109,16,2,12,51,['Milwaukee Brewers']
1975,Harmon Killebrew,106,312,25,62,13,0,14,70,['Kansas City Royals']
1975,Jack Clark,8,17,3,4,0,0,0,2,['San Francisco Giants']
1975,Jamie Quirk,14,39,2,10,0,0,1,7,['Kansas City Royals']
1975,Jay Johnstone,122,350,50,115,19,2,7,39,['Philadelphia Phillies']
1975,Jeff Burroughs,152,585,81,132,20,0,29,155,['Texas Rangers']
1975,Jerry Grote,119,386,28,114,14,5,2,23,['New York Mets']
1975,Jerry Hairston,69,219,26,62,8,0,0,23,['Chicago White Sox']
1975,Jerry Koosman,36,78,4,14,2,0,0,31,['New York Mets']
1975,Jerry Reuss,32,71,6,14,2,0,0,27,['Pittsburgh Pirates']
1975,Jerry Royster,13,36,2,9,2,1,0,3,['Los Angeles Dodgers']
1975,Jim Brewer,42,3,0,0,0,0,0,0,"['Los Angeles Dodgers', 'California Angels']"
1975,Jim Dwyer,81,206,26,56,8,1,3,36,"['Montreal Expos', 'St. Louis Cardinals']"
1975,Jim Fregosi,77,191,25,50,5,0,7,39,['Texas Rangers']
1975,Jim Kaat,43,0,0,0,0,0,0,0,['Chicago White Sox']
1975,Jim Palmer,39,0,0,0,0,0,0,0,['Baltimore Orioles']
1975,Jim Perry,23,0,0,0,0,0,0,0,"['Oakland Athletics', 'Cleveland Indians']"
1975,Jim Rice,144,564,92,174,29,4,22,122,['Boston Red Sox']
1975,Jim Slaton,37,0,0,0,0,0,0,0,['Milwaukee Brewers']
1975,Jim Sundberg,155,472,45,94,9,0,6,77,['Texas Rangers']
1975,Joe Coleman,31,0,0,0,0,0,0,0,['Detroit Tigers']
1975,Joe Morgan,146,498,107,163,27,6,17,52,['Cincinnati Reds']
1975,Joe Niekro,40,14,1,3,0,0,0,2,['Houston Astros']
1975,Joe Rudi,126,468,66,130,26,6,21,56,['Oakland Athletics']
1975,Joe Torre,114,361,33,89,16,3,6,55,['New York Mets']
1975,John Briggs,115,338,56,83,10,2,10,54,"['Minnesota Twins', 'Milwaukee Brewers']"
1975,John Candelaria,18,43,2,6,0,0,0,12,['Pittsburgh Pirates']
1975,John Lowenstein,91,265,37,64,5,1,12,28,['Cleveland Indians']
1975,John Mayberry,156,554,95,161,38,1,34,73,['Kansas City Royals']
1975,Johnny Bench,142,530,83,150,39,1,28,108,['Cincinnati Reds']
1975,Johnny Grubb,144,553,72,149,36,2,4,59,['San Diego Padres']
1975,Jorge Orta,140,542,64,165,26,10,11,67,['Chicago White Sox']
1975,Jose Cardenal,154,574,85,182,30,2,9,50,['Chicago Cubs']
1975,Jose Cruz,120,315,44,81,15,2,9,44,['Houston Astros']
1975,Jose Morales,93,163,18,49,6,1,2,21,['Montreal Expos']
1975,Juan Beniquez,78,254,43,74,14,4,2,26,['Boston Red Sox']
1975,Juan Marichal,2,2,0,0,0,0,0,1,['Los Angeles Dodgers']
1975,Keith Hernandez,64,188,20,47,8,2,3,26,['St. Louis Cardinals']
1975,Ken Forsch,34,22,1,1,0,0,0,7,['Houston Astros']
1975,Ken Griffey,132,463,95,141,15,9,4,67,['Cincinnati Reds']
1975,Ken Henderson,140,513,65,129,20,3,9,65,['Chicago White Sox']
1975,Ken McMullen,39,46,4,11,1,1,2,12,['Los Angeles Dodgers']
1975,Kent Tekulve,34,11,1,1,0,0,0,7,['Pittsburgh Pirates']
1975,Larry Andersen,3,0,0,0,0,0,0,0,['Cleveland Indians']
1975,Larry Bowa,136,583,79,178,18,9,2,32,['Philadelphia Phillies']
1975,Larry Gura,26,0,0,0,0,0,0,0,['New York Yankees']
1975,Lee Lacy,101,306,44,96,11,5,7,29,['Los Angeles Dodgers']
1975,Lee May,146,580,67,152,28,3,20,91,['Baltimore Orioles']
1975,Leo Cardenas,55,102,15,24,2,0,1,12,['Texas Rangers']
1975,Lindy McDaniel,40,0,0,0,0,0,0,0,['Kansas City Royals']
1975,Lou Brock,136,528,78,163,27,6,3,64,['St. Louis Cardinals']
1975,Lou Piniella,74,199,7,39,4,1,0,22,['New York Yankees']
1975,Luis Tiant,35,1,0,0,0,0,0,0,['Boston Red Sox']
1975,Manny Mota,52,49,3,13,1,0,0,1,['Los Angeles Dodgers']
1975,Manny Trillo,154,545,55,135,12,2,7,78,['Chicago Cubs']
1975,Mark Belanger,152,442,44,100,11,1,3,53,['Baltimore Orioles']
1975,Mickey Lolich,32,0,0,0,0,0,0,0,['Detroit Tigers']
1975,Mike Flanagan,2,0,0,0,0,0,0,0,['Baltimore Orioles']
1975,Mike Jorgensen,144,445,58,116,18,0,18,75,['Montreal Expos']
1975,Mike Marshall,58,15,0,1,0,0,0,6,['Los Angeles Dodgers']
1975,Mike Schmidt,158,562,93,140,34,3,38,180,['Philadelphia Phillies']
1975,Mike Stanton,7,4,0,1,0,0,0,1,['Houston Astros']
1975,Mike Torrez,36,0,0,0,0,0,0,0,['Baltimore Orioles']
1975,Milt Wilcox,25,3,0,1,0,0,0,0,['Chicago Cubs']
1975,Nolan Ryan,28,0,0,0,0,0,0,0,['California Angels']
1975,Oscar Gamble,121,348,60,91,16,3,15,39,['Cleveland Indians']
1975,Pat Kelly,133,471,73,129,21,7,9,69,['Chicago White Sox']
1975,Paul Blair,140,440,51,96,13,4,5,82,['Baltimore Orioles']
1975,Pedro Borbon,67,24,4,7,1,0,0,4,['Cincinnati Reds']
1975,Pete Rose,162,662,112,210,47,4,7,50,['Cincinnati Reds']
1975,Phil Garner,160,488,46,120,21,5,6,65,['Oakland Athletics']
1975,Phil Niekro,39,99,5,17,2,1,0,18,['Atlanta Braves']
1975,Ramon Hernandez,46,6,0,0,0,0,0,2,['Pittsburgh Pirates']
1975,Ray Sadecki,38,15,0,3,1,0,0,4,"['Atlanta Braves', 'Kansas City Royals', 'St. Louis Cardinals']"
1975,Reggie Jackson,157,593,91,150,39,3,36,133,['Oakland Athletics']
1975,Reggie Smith,135,477,67,144,26,3,19,59,['St. Louis Cardinals']
1975,Rich Gossage,62,0,0,0,0,0,0,0,['Chicago White Sox']
1975,Richie Hebner,128,472,65,116,16,4,15,48,['Pittsburgh Pirates']
1975,Rick Cerone,7,12,1,3,1,0,0,0,['Cleveland Indians']
1975,Rick Dempsey,71,145,18,38,8,0,1,15,['New York Yankees']
1975,Rick Monday,136,491,89,131,29,4,17,95,['Chicago Cubs']
1975,Rick Reuschel,38,77,3,16,2,0,1,11,['Chicago Cubs']
1975,Rick Rhoden,26,28,0,2,0,0,0,6,['Los Angeles Dodgers']
1975,Rick Wise,35,0,0,0,0,0,0,0,['Boston Red Sox']
1975,Robin Yount,147,558,67,149,28,2,8,69,['Milwaukee Brewers']
1975,Rod Carew,143,535,89,192,24,4,14,40,['Minnesota Twins']
1975,Rollie Fingers,76,1,0,0,0,0,0,0,['Oakland Athletics']
1975,Ron Cey,158,566,72,160,29,2,25,74,['Los Angeles Dodgers']
1975,Ron Fairly,107,229,32,69,13,2,7,22,['St. Louis Cardinals']
1975,Ron Jackson,13,39,2,9,2,0,0,10,['California Angels']
1975,Ron Reed,34,82,7,15,5,0,0,30,"['St. Louis Cardinals', 'Atlanta Braves']"
1975,Roy Smalley,78,250,22,57,8,0,3,42,['Texas Rangers']
1975,Rudy May,32,0,0,0,0,0,0,0,['New York Yankees']
1975,Rusty Staub,155,574,93,162,30,4,19,55,['New York Mets']
1975,Sal Bando,160,562,64,129,24,1,15,80,['Oakland Athletics']
1975,Sandy Alomar,151,489,61,117,18,4,2,58,['New York Yankees']
1975,Sparky Lyle,49,0,0,0,0,0,0,0,['New York Yankees']
1975,Stan Bahnsen,33,1,0,0,0,0,0,1,"['Oakland Athletics', 'Chicago White Sox']"
1975,Steve Carlton,37,90,8,14,2,0,0,24,['Philadelphia Phillies']
1975,Steve Garvey,160,659,85,210,38,6,18,66,['Los Angeles Dodgers']
1975,Steve Ontiveros,108,325,21,94,16,0,3,44,['San Francisco Giants']
1975,Ted Simmons,157,581,80,193,32,3,18,35,['St. Louis Cardinals']
1975,Terry Forster,17,0,0,0,0,0,0,0,['Chicago White Sox']
1975,Tim Foli,152,572,64,136,25,2,1,49,['Montreal Expos']
1975,Tim McCarver,59,80,7,23,4,1,1,10,"['Boston Red Sox', 'Philadelphia Phillies']"
1975,Toby Harrah,151,522,81,153,24,1,20,71,['Texas Rangers']
1975,Tom Burgmeier,47,0,0,0,0,0,0,0,['Minnesota Twins']
1975,Tom Murphy,53,0,1,0,0,0,0,0,['Milwaukee Brewers']
1975,Tom Paciorek,62,145,14,28,8,0,1,29,['Los Angeles Dodgers']
1975,Tom Seaver,37,95,7,17,1,0,0,24,['New York Mets']
1975,Tommy Davis,116,460,43,130,14,1,6,52,['Baltimore Orioles']
1975,Tony Perez,137,511,74,144,28,3,20,101,['Cincinnati Reds']
1975,Tony Taylor,79,103,13,25,5,1,1,18,['Philadelphia Phillies']
1975,Tug McGraw,56,13,0,2,0,0,0,4,['Philadelphia Phillies']
1975,Vada Pinson,103,319,37,71,14,5,4,21,['Kansas City Royals']
1975,Vida Blue,39,0,0,0,0,0,0,0,['Oakland Athletics']
1975,Wilbur Wood,43,0,0,0,0,0,0,0,['Chicago White Sox']
1975,Willie Davis,140,519,57,144,27,8,11,52,"['St. Louis Cardinals', 'Texas Rangers']"
1975,Willie Horton,159,615,62,169,13,1,25,109,['Detroit Tigers']
1975,Willie McCovey,122,413,43,104,17,0,23,80,['San Diego Padres']
1975,Willie Randolph,30,61,9,10,1,0,0,6,['Pittsburgh Pirates']
1975,Willie Stargell,124,461,71,136,32,2,22,109,['Pittsburgh Pirates']
1975,Woodie Fryman,38,49,4,10,2,0,0,12,['Montreal Expos']
1976,Al Downing,17,6,0,0,0,0,0,4,['Los Angeles Dodgers']
1976,Al Oliver,121,443,62,143,22,5,12,29,['Pittsburgh Pirates']
1976,Alan Ashby,89,247,26,59,5,1,4,49,['Cleveland Indians']
1976,Alfredo Griffin,12,4,0,1,0,0,0,2,['Cleveland Indians']
1976,Amos Otis,153,592,93,165,40,2,18,100,['Kansas City Royals']
1976,Andre Dawson,24,85,9,20,4,1,0,13,['Montreal Expos']
1976,Aurelio Rodriguez,128,480,40,115,13,2,8,61,['Detroit Tigers']
1976,Ben Oglivie,115,305,36,87,12,3,15,44,['Detroit Tigers']
1976,Bert Blyleven,36,0,0,0,0,0,0,0,"['Minnesota Twins', 'Texas Rangers']"
1976,Bert Campaneris,149,536,67,137,14,1,1,80,['Oakland Athletics']
1976,Bill Buckner,154,642,76,193,28,4,7,26,['Los Angeles Dodgers']
1976,Bill Lee,26,0,1,0,0,0,0,0,['Boston Red Sox']
1976,Bill Robinson,122,393,55,119,22,3,21,73,['Pittsburgh Pirates']
1976,Bill Russell,149,554,53,152,17,3,5,46,['Los Angeles Dodgers']
1976,Billy Williams,120,351,36,74,12,0,11,44,['Oakland Athletics']
1976,Bob Bailey,69,124,17,37,6,1,6,26,['Cincinnati Reds']
1976,Bob Boone,121,361,40,98,18,2,4,44,['Philadelphia Phillies']
1976,Bob Forsch,35,62,6,11,2,0,1,17,['St. Louis Cardinals']
1976,Bob Jones,78,166,22,35,6,0,6,30,['California Angels']
1976,Bob McClure,9,0,0,0,0,0,0,0,['Kansas City Royals']
1976,Bob Watson,157,585,76,183,31,3,16,64,['Houston Astros']
1976,Bobby Grich,144,518,93,138,31,4,13,99,['Baltimore Orioles']
1976,Bobby Murcer,147,533,73,138,20,2,23,78,['San Francisco Giants']
1976,Boog Powell,95,293,29,63,9,0,9,43,['Cleveland Indians']
1976,Brian Downing,104,317,38,81,14,0,3,55,['Chicago White Sox']
1976,Brooks Robinson,71,218,16,46,8,2,3,24,['Baltimore Orioles']
1976,Buck Martinez,95,267,24,61,13,3,5,45,['Kansas City Royals']
1976,Bud Harrelson,118,359,34,84,12,4,1,56,['New York Mets']
1976,Buddy Bell,159,604,75,170,26,2,7,49,['Cleveland Indians']
1976,Carl Yastrzemski,155,546,71,146,23,2,21,67,['Boston Red Sox']
1976,Carlton Fisk,134,487,76,124,17,5,17,71,['Boston Red Sox']
1976,Cecil Cooper,123,451,66,127,22,6,15,62,['Boston Red Sox']
1976,Cesar Cedeno,150,575,89,171,26,5,18,51,['Houston Astros']
1976,Charlie Hough,77,21,1,6,2,0,0,5,['Los Angeles Dodgers']
1976,Chet Lemon,132,451,46,111,15,5,4,65,['Chicago White Sox']
1976,Chris Chambliss,156,641,79,188,32,6,17,80,['New York Yankees']
1976,Chris Speier,145,495,51,112,18,4,3,52,['San Francisco Giants']
1976,Claudell Washington,134,490,65,126,20,6,5,90,['Oakland Athletics']
1976,Cookie Rojas,63,132,11,32,6,0,0,15,['Kansas City Royals']
1976,Dale Murphy,19,65,3,17,6,0,0,9,['Atlanta Braves']
1976,Dan Meyer,105,294,37,74,8,4,2,22,['Detroit Tigers']
1976,Darold Knowles,58,7,0,1,0,0,0,0,['Chicago Cubs']
1976,Darrell Evans,136,396,53,81,9,1,11,71,"['San Francisco Giants', 'Atlanta Braves']"
1976,Darrell Porter,119,389,43,81,14,1,5,61,['Milwaukee Brewers']
1976,Dave Collins,99,365,45,96,12,1,4,55,['California Angels']
1976,Dave Concepcion,152,576,74,162,28,7,9,68,['Cincinnati Reds']
1976,Dave Kingman,123,474,70,113,14,1,37,135,['New York Mets']
1976,Dave Parker,138,537,82,168,28,10,13,80,['Pittsburgh Pirates']
1976,Dave Roberts,36,0,0,0,0,0,0,0,['Detroit Tigers']
1976,Dave Winfield,137,492,81,139,26,4,13,78,['San Diego Padres']
1976,Davey Lopes,117,427,72,103,17,7,4,49,['Los Angeles Dodgers']
1976,Dennis Eckersley,36,0,0,0,0,0,0,0,['Cleveland Indians']
1976,Dennis Martinez,4,0,0,0,0,0,0,0,['Baltimore Orioles']
1976,Denny Walling,3,11,1,3,0,0,0,3,['Oakland Athletics']
1976,Deron Johnson,15,38,3,5,1,1,0,11,['Boston Red Sox']
1976,Don Baylor,157,595,85,147,25,1,15,72,['Oakland Athletics']
1976,Don Kessinger,145,502,55,120,22,6,1,51,['St. Louis Cardinals']
1976,Don Money,117,439,51,117,18,4,12,50,['Milwaukee Brewers']
1976,Don Sutton,35,84,2,7,1,0,0,19,['Los Angeles Dodgers']
1976,Doyle Alexander,30,0,0,0,0,0,0,0,"['Baltimore Orioles', 'New York Yankees']"
1976,Dusty Baker,112,384,36,93,13,0,4,54,['Los Angeles Dodgers']
1976,Dwight Evans,146,501,61,121,34,5,17,92,['Boston Red Sox']
1976,Ed Kirkpatrick,83,146,14,34,9,0,0,15,['Pittsburgh Pirates']
1976,Ed Kranepool,123,415,47,121,17,1,10,38,['New York Mets']
1976,Ed Sprague,3,0,0,0,0,0,0,0,['Milwaukee Brewers']
1976,Fergie Jenkins,30,0,0,0,0,0,0,0,['Boston Red Sox']
1976,Frank Robinson,36,67,5,15,0,0,3,12,['Cleveland Indians']
1976,Frank Tanana,35,0,0,0,0,0,0,0,['California Angels']
1976,Frank White,152,446,39,102,17,6,2,42,['Kansas City Royals']
1976,Fred Lynn,132,507,76,159,32,8,10,67,['Boston Red Sox']
1976,Fred Norman,33,50,1,7,0,0,0,9,['Cincinnati Reds']
1976,Garry Templeton,53,213,32,62,8,2,1,33,['St. Louis Cardinals']
1976,Gary Carter,91,311,31,68,8,1,6,43,['Montreal Expos']
1976,Gary Matthews,156,587,79,164,28,4,20,94,['San Francisco Giants']
1976,Gaylord Perry,32,0,0,0,0,0,0,0,['Texas Rangers']
1976,Gene Garber,59,7,0,2,0,0,0,3,['Philadelphia Phillies']
1976,George Brett,159,645,94,215,34,14,7,36,['Kansas City Royals']
1976,George Foster,144,562,86,172,21,9,29,89,['Cincinnati Reds']
1976,George Hendrick,149,551,72,146,20,3,25,82,['Cleveland Indians']
1976,Graig Nettles,158,583,88,148,29,2,32,94,['New York Yankees']
1976,Grant Jackson,34,0,0,0,0,0,0,0,"['Baltimore Orioles', 'New York Yankees']"
1976,Greg Gross,128,426,52,122,12,3,0,39,['Houston Astros']
1976,Greg Minton,11,5,0,1,0,0,0,2,['San Francisco Giants']
1976,Hal McRae,149,527,75,175,34,5,8,43,['Kansas City Royals']
1976,Hank Aaron,85,271,22,62,8,0,10,38,['Milwaukee Brewers']
1976,Jack Clark,26,102,14,23,6,2,2,18,['San Francisco Giants']
1976,Jamie Quirk,64,114,11,28,6,0,1,22,['Kansas City Royals']
1976,Jay Johnstone,129,440,62,140,38,4,5,39,['Philadelphia Phillies']
1976,Jeff Burroughs,158,604,71,143,22,2,18,93,['Texas Rangers']
1976,Jerry Grote,101,323,30,88,14,2,4,19,['New York Mets']
1976,Jerry Hairston,44,119,20,27,2,2,0,19,['Chicago White Sox']
1976,Jerry Koosman,34,79,5,17,2,0,0,34,['New York Mets']
1976,Jerry Reuss,31,66,7,16,1,1,0,22,['Pittsburgh Pirates']
1976,Jerry Royster,149,533,65,132,13,1,5,53,['Atlanta Braves']
1976,Jim Brewer,13,0,0,0,0,0,0,0,['California Angels']
1976,Jim Dwyer,61,105,9,19,3,1,0,11,"['New York Mets', 'Montreal Expos']"
1976,Jim Fregosi,58,133,17,31,7,0,2,33,['Texas Rangers']
1976,Jim Gantner,26,69,6,17,1,0,0,11,['Milwaukee Brewers']
1976,Jim Kaat,42,79,4,14,3,1,1,24,['Philadelphia Phillies']
1976,Jim Palmer,40,0,0,0,0,0,0,0,['Baltimore Orioles']
1976,Jim Rice,153,581,75,164,25,8,25,123,['Boston Red Sox']
1976,Jim Slaton,38,0,0,0,0,0,0,0,['Milwaukee Brewers']
1976,Jim Sundberg,140,448,33,102,24,2,3,61,['Texas Rangers']
1976,Joe Coleman,51,13,0,2,0,0,0,4,"['Detroit Tigers', 'Chicago Cubs']"
1976,Joe Morgan,141,472,113,151,30,5,27,41,['Cincinnati Reds']
1976,Joe Niekro,36,27,1,5,2,0,1,8,['Houston Astros']
1976,Joe Rudi,130,500,54,135,32,3,13,71,['Oakland Athletics']
1976,Joe Torre,114,310,36,95,10,3,5,35,['New York Mets']
1976,John Candelaria,32,76,5,14,2,1,0,17,['Pittsburgh Pirates']
1976,John Lowenstein,93,229,33,47,8,2,2,35,['Cleveland Indians']
1976,John Mayberry,161,594,76,138,22,2,13,73,['Kansas City Royals']
1976,Johnny Bench,135,465,62,109,24,1,16,95,['Cincinnati Reds']
1976,Johnny Grubb,109,384,54,109,22,1,5,53,['San Diego Padres']
1976,Jorge Orta,158,636,74,174,29,8,14,77,['Chicago White Sox']
1976,Jose Cardenal,136,521,64,156,25,2,8,39,['Chicago Cubs']
1976,Jose Cruz,133,439,49,133,21,5,4,46,['Houston Astros']
1976,Jose Morales,104,158,12,50,11,0,4,20,['Montreal Expos']
1976,Juan Beniquez,145,478,49,122,14,4,0,56,['Texas Rangers']
1976,Keith Hernandez,129,374,54,108,21,5,7,53,['St. Louis Cardinals']
1976,Ken Forsch,52,11,0,1,0,0,0,3,['Houston Astros']
1976,Ken Griffey,148,562,111,189,28,9,6,65,['Cincinnati Reds']
1976,Ken Henderson,133,435,52,114,19,0,13,68,['Atlanta Braves']
1976,Ken McMullen,98,186,20,41,6,2,5,33,['Oakland Athletics']
1976,Kent Tekulve,64,9,0,0,0,0,0,6,['Pittsburgh Pirates']
1976,Larry Bowa,156,624,71,155,15,9,0,31,['Philadelphia Phillies']
1976,Larry Gura,20,0,0,0,0,0,0,0,['Kansas City Royals']
1976,Lee Lacy,103,338,42,91,11,3,3,25,"['Los Angeles Dodgers', 'Atlanta Braves']"
1976,Lee May,148,530,61,137,17,4,25,104,['Baltimore Orioles']
1976,Lou Brock,133,498,73,150,24,5,4,75,['St. Louis Cardinals']
1976,Lou Piniella,100,327,36,92,16,6,3,34,['New York Yankees']
1976,Luis Tiant,38,1,0,0,0,0,0,1,['Boston Red Sox']
1976,Manny Mota,50,52,1,15,3,0,0,5,['Los Angeles Dodgers']
1976,Manny Trillo,158,582,42,139,24,3,4,70,['Chicago Cubs']
1976,Mark Belanger,153,522,66,141,22,2,1,64,['Baltimore Orioles']
1976,Mickey Lolich,31,54,5,7,0,0,0,25,['New York Mets']
1976,Mike Flanagan,20,0,0,0,0,0,0,0,['Baltimore Orioles']
1976,Mike Jorgensen,125,343,36,87,13,0,6,48,['Montreal Expos']
1976,Mike Marshall,54,11,1,1,0,0,0,3,"['Los Angeles Dodgers', 'Atlanta Braves']"
1976,Mike Schmidt,160,584,112,153,31,4,38,149,['Philadelphia Phillies']
1976,Mike Torrez,39,0,0,0,0,0,0,0,['Oakland Athletics']
1976,Minnie Minoso,3,8,0,1,0,0,0,2,['Chicago White Sox']
1976,Nolan Ryan,39,0,0,0,0,0,0,0,['California Angels']
1976,Oscar Gamble,110,340,43,79,13,1,17,38,['New York Yankees']
1976,Pat Kelly,107,311,42,79,20,3,5,45,['Chicago White Sox']
1976,Paul Blair,145,375,29,74,16,0,3,49,['Baltimore Orioles']
1976,Pedro Borbon,69,18,2,4,0,0,0,4,['Cincinnati Reds']
1976,Pete Rose,162,665,130,215,42,6,10,54,['Cincinnati Reds']
1976,Phil Garner,159,555,54,145,29,12,8,71,['Oakland Athletics']
1976,Phil Niekro,38,94,5,18,3,0,1,8,['Atlanta Braves']
1976,Ramon Hernandez,39,3,0,0,0,0,0,1,"['Pittsburgh Pirates', 'Chicago Cubs']"
1976,Ray Sadecki,39,0,0,0,0,0,0,0,"['Kansas City Royals', 'Milwaukee Brewers']"
1976,Reggie Jackson,134,498,84,138,27,2,27,108,['Baltimore Orioles']
1976,Reggie Smith,112,395,55,100,15,5,18,70,"['Los Angeles Dodgers', 'St. Louis Cardinals']"
1976,Rich Gossage,31,0,0,0,0,0,0,0,['Chicago White Sox']
1976,Richie Hebner,132,434,60,108,21,3,8,39,['Pittsburgh Pirates']
1976,Rick Cerone,7,16,1,2,0,0,0,2,['Cleveland Indians']
1976,Rick Dempsey,80,216,12,42,2,0,0,21,"['Baltimore Orioles', 'New York Yankees']"
1976,Rick Monday,137,534,107,145,20,5,32,125,['Chicago Cubs']
1976,Rick Reuschel,38,83,9,19,4,0,0,16,['Chicago Cubs']
1976,Rick Rhoden,27,65,6,20,3,0,1,12,['Los Angeles Dodgers']
1976,Rick Sutcliffe,1,1,0,0,0,0,0,1,['Los Angeles Dodgers']
1976,Rick Wise,34,0,0,0,0,0,0,0,['Boston Red Sox']
1976,Robin Yount,161,638,59,161,19,3,2,69,['Milwaukee Brewers']
1976,Rod Carew,156,605,97,200,29,12,9,52,['Minnesota Twins']
1976,Rollie Fingers,70,0,0,0,0,0,0,0,['Oakland Athletics']
1976,Ron Cey,145,502,69,139,18,3,23,74,['Los Angeles Dodgers']
1976,Ron Fairly,88,156,22,40,5,0,3,24,"['Oakland Athletics', 'St. Louis Cardinals']"
1976,Ron Jackson,127,410,44,93,18,3,8,58,['California Angels']
1976,Ron Reed,59,24,2,4,1,0,0,3,['Philadelphia Phillies']
1976,Roy Smalley,144,513,61,133,18,3,3,106,"['Minnesota Twins', 'Texas Rangers']"
1976,Rudy May,35,0,0,0,0,0,0,0,"['Baltimore Orioles', 'New York Yankees']"
1976,Rusty Staub,161,589,73,176,28,3,15,49,['Detroit Tigers']
1976,Sal Bando,158,550,75,132,18,2,27,74,['Oakland Athletics']
1976,Sandy Alomar,67,163,20,39,4,0,1,12,['New York Yankees']
1976,Sparky Lyle,64,0,0,0,0,0,0,0,['New York Yankees']
1976,Stan Bahnsen,35,0,0,0,0,0,0,0,['Oakland Athletics']
1976,Steve Carlton,35,92,5,20,1,0,0,24,['Philadelphia Phillies']
1976,Steve Garvey,162,631,85,200,37,4,13,69,['Los Angeles Dodgers']
1976,Steve Ontiveros,59,74,8,13,3,0,0,11,['San Francisco Giants']
1976,Ted Simmons,150,546,60,159,35,3,5,35,['St. Louis Cardinals']
1976,Terry Forster,29,0,0,0,0,0,0,0,['Chicago White Sox']
1976,Tim Foli,149,546,41,144,36,1,6,33,['Montreal Expos']
1976,Tim McCarver,90,155,26,43,11,2,3,14,['Philadelphia Phillies']
1976,Toby Harrah,155,584,64,152,21,1,15,59,['Texas Rangers']
1976,Tom Burgmeier,57,0,0,0,0,0,0,0,['Minnesota Twins']
