year,player,games_played,innings_played_in_outs,putouts,assists,errors,field_positions,teams
1906,Bobby Lowe,41,1017,102,141,16,"['2B', '3B', 'SS']",['Detroit Tigers']
1906,Bobby Wallace,138,3600,309,461,41,['SS'],['St. Louis Browns']
1906,Charles Bender,40,795,32,54,8,"['OF', 'P']",['Philadelphia Athletics']
1906,Christy Mathewson,38,801,15,90,1,['P'],['New York Giants']
1906,Clark Griffith,17,180,1,23,0,['P'],['New York Highlanders']
1906,Cy Seymour,151,4011,331,17,10,['OF'],"['New York Giants', 'Cincinnati Reds']"
1906,Cy Young,39,864,8,81,6,['P'],['Boston Americans']
1906,Danny Murphy,119,3144,239,308,26,['2B'],['Philadelphia Athletics']
1906,Deacon McGuire,50,1116,226,38,10,"['C', '1B']",['New York Highlanders']
1906,Ed Walsh,41,834,30,108,6,['P'],['Chicago White Sox']
1906,Eddie Collins,5,114,9,11,2,"['2B', '3B', 'SS']",['Philadelphia Athletics']
1906,Eddie Plank,26,636,16,46,2,['P'],['Philadelphia Athletics']
1906,Frank Chance,136,3663,1376,82,16,['1B'],['Chicago Cubs']
1906,Frank Smith,20,366,6,42,2,['P'],['Chicago White Sox']
1906,Fred Clarke,110,2952,209,15,6,['OF'],['Pittsburgh Pirates']
1906,Fred Tenney,143,3720,1456,118,28,['1B'],['Boston Beaneaters']
1906,George Davis,130,3444,266,475,42,"['2B', 'SS']",['Chicago White Sox']
1906,George McBride,90,2493,194,310,30,['SS'],['St. Louis Cardinals']
1906,Harry Davis,145,3810,1352,91,37,['1B'],['Philadelphia Athletics']
1906,Harry Smith,1,15,4,0,1,['C'],['Pittsburgh Pirates']
1906,Heinie Peitz,38,1035,186,45,5,['C'],['Pittsburgh Pirates']
1906,Honus Wagner,140,3690,338,474,52,"['OF', '3B', 'SS']",['Pittsburgh Pirates']
1906,Jack O'Connor,51,1338,248,64,3,['C'],['St. Louis Browns']
1906,Jack Powell,28,732,8,52,3,['P'],['St. Louis Browns']
1906,Jack Taylor,34,906,12,95,2,['P'],"['Chicago Cubs', 'St. Louis Cardinals']"
1906,Jack Warner,81,2040,348,136,13,['C'],"['Detroit Tigers', 'Washington Senators']"
1906,Jake Beckley,85,2244,928,43,13,['1B'],['St. Louis Cardinals']
1906,Jimmy Sheckard,149,4035,264,13,4,['OF'],['Chicago Cubs']
1906,Joe Kelley,127,3285,212,20,8,"['OF', '1B', '3B', 'SS']",['Cincinnati Reds']
1906,John Anderson,151,3963,286,19,15,['OF'],['Washington Senators']
1906,John McGraw,1,3,0,0,0,['3B'],['New York Giants']
1906,Johnny Evers,154,4107,344,441,44,"['2B', '3B']",['Chicago Cubs']
1906,Kid Gleason,135,3501,215,358,32,['2B'],['Philadelphia Phillies']
1906,Lave Cross,130,3399,157,242,20,['3B'],['Washington Senators']
1906,Lou Criger,6,132,46,7,1,['C'],['Boston Americans']
1906,Malachi Kittridge,27,600,120,18,8,['C'],"['Cleveland Naps', 'Washington Senators']"
1906,Nap Lajoie,152,4086,389,479,28,"['2B', '3B', 'SS']",['Cleveland Naps']
1906,Nick Altrock,39,873,29,102,4,"['1B', 'P']",['Chicago White Sox']
1906,Patsy Donovan,6,120,9,0,0,['OF'],['Brooklyn Superbas']
1906,Pete O'Brien,151,3879,297,338,42,"['2B', '3B', 'SS']",['St. Louis Browns']
1906,Red Ames,31,609,10,66,5,['P'],['New York Giants']
1906,Roger Bresnahan,122,3165,478,131,17,"['C', 'OF']",['New York Giants']
1906,Roy Thomas,142,3681,340,12,5,['OF'],['Philadelphia Phillies']
1906,Sam Crawford,148,3804,458,36,5,"['OF', '1B']",['Detroit Tigers']
1906,Sherry Magee,154,4014,316,18,6,['OF'],['Philadelphia Phillies']
1906,Terry Turner,147,3933,287,570,36,['SS'],['Cleveland Naps']
1906,Tom Hughes,33,657,6,44,5,['P'],"['New York Highlanders', 'Washington Senators']"
1906,Tommy Corcoran,117,3171,263,379,40,['SS'],['Cincinnati Reds']
1906,Tommy Leach,126,3402,209,143,20,"['OF', '3B', 'SS']",['Pittsburgh Pirates']
1906,Ty Cobb,96,2463,208,14,9,['OF'],['Detroit Tigers']
1906,Willie Keeler,152,3966,213,16,3,['OF'],['New York Highlanders']
1907,Babe Adams,4,66,3,7,1,['P'],['Pittsburgh Pirates']
1907,Bill Dahlen,143,3663,292,426,45,['SS'],['New York Giants']
1907,Bill Donovan,32,813,13,56,4,['P'],['Detroit Tigers']
1907,Bill Hallman,84,1944,134,9,5,['OF'],['Pittsburgh Pirates']
1907,Billy Sullivan,109,2679,479,119,10,"['C', '2B']",['Chicago White Sox']
1907,Bobby Lowe,16,252,7,17,3,"['OF', '3B', 'SS']",['Detroit Tigers']
1907,Bobby Wallace,147,3786,338,517,54,['SS'],['St. Louis Browns']
1907,Charles Bender,36,708,32,57,8,"['2B', '1B', 'P']",['Philadelphia Athletics']
1907,Christy Mathewson,41,945,16,87,6,['P'],['New York Giants']
1907,Clark Griffith,4,24,0,4,1,['P'],['New York Highlanders']
1907,Clyde Milan,47,1194,80,12,7,['OF'],['Washington Senators']
1907,Cy Seymour,126,3342,300,8,8,['OF'],['New York Giants']
1907,Cy Young,43,1029,5,83,6,['P'],['Boston Americans']
1907,Danny Murphy,122,3273,271,386,24,['2B'],['Philadelphia Athletics']
1907,Deacon McGuire,1,6,3,1,0,['C'],['New York Highlanders']
1907,Ed Walsh,56,1266,35,227,4,['P'],['Chicago White Sox']
1907,Eddie Collins,6,129,11,9,4,['SS'],['Philadelphia Athletics']
1907,Eddie Plank,43,1032,33,88,2,['P'],['Philadelphia Athletics']
1907,Frank Chance,109,2847,1129,80,10,['1B'],['Chicago Cubs']
1907,Frank Smith,41,930,20,109,5,['P'],['Chicago White Sox']
1907,Fred Clarke,144,3657,298,15,4,['OF'],['Pittsburgh Pirates']
1907,Fred Merkle,15,336,122,7,7,['1B'],['New York Giants']
1907,Fred Tenney,149,3924,1587,113,19,['1B'],['Boston Doves']
1907,George Bell,35,792,4,91,6,['P'],['Brooklyn Superbas']
1907,George Davis,132,3435,223,485,38,['SS'],['Chicago White Sox']
1907,Harry Davis,149,3999,1478,103,38,['1B'],['Philadelphia Athletics']
1907,Harry Smith,18,315,46,16,4,['C'],['Pittsburgh Pirates']
1907,Honus Wagner,142,3714,358,429,49,"['1B', 'SS']",['Pittsburgh Pirates']
1907,Hughie Jennings,2,24,2,3,3,"['2B', 'SS']",['Detroit Tigers']
1907,Jack O'Connor,25,681,87,29,1,['C'],['St. Louis Browns']
1907,Jack Powell,32,768,2,69,4,['P'],['St. Louis Browns']
1907,Jack Taylor,18,369,6,40,0,['P'],['Chicago Cubs']
1907,Jack Warner,64,1455,271,64,10,['C'],['Washington Senators']
1907,Jake Beckley,32,777,303,13,4,['1B'],['St. Louis Cardinals']
1907,Jimmy Sheckard,142,3597,222,13,6,['OF'],['Chicago Cubs']
1907,John Anderson,87,2253,671,34,13,"['OF', '1B']",['Washington Senators']
1907,John McDonald,1,18,0,2,1,['P'],['Washington Senators']
1907,Johnny Evers,151,3966,346,500,32,['2B'],['Chicago Cubs']
1907,Kid Gleason,35,858,112,72,5,"['2B', '1B', 'SS', 'OF']",['Philadelphia Phillies']
1907,Lave Cross,41,1080,38,98,3,['3B'],['Washington Senators']
1907,Lou Criger,75,1977,288,109,9,['C'],['Boston Americans']
1907,Nap Lajoie,137,3606,409,472,26,"['2B', '1B']",['Cleveland Naps']
1907,Nick Altrock,30,642,26,89,5,['P'],['Chicago White Sox']
1907,Patsy Donovan,1,33,4,0,0,['OF'],['Brooklyn Superbas']
1907,Pete O'Brien,79,1956,104,199,30,"['2B', '3B', 'SS']","['Cleveland Naps', 'Washington Senators']"
1907,Red Ames,39,699,11,76,8,['P'],['New York Giants']
1907,Roger Bresnahan,104,2622,547,101,13,"['C', '1B', '3B', 'OF']",['New York Giants']
1907,Roy Thomas,121,3171,274,15,6,['OF'],['Philadelphia Phillies']
1907,Sam Crawford,146,3849,313,22,12,"['OF', '1B']",['Detroit Tigers']
1907,Sherry Magee,139,3588,297,13,7,['OF'],['Philadelphia Phillies']
1907,Terry Turner,139,3693,258,477,39,['SS'],['Cleveland Naps']
1907,Tom Hughes,38,714,7,65,1,['P'],"['New York Highlanders', 'Washington Senators']"
1907,Tommy Corcoran,62,1671,108,183,19,['2B'],['New York Giants']
1907,Tommy Leach,151,3951,332,95,24,"['OF', '2B', '3B', 'SS']",['Pittsburgh Pirates']
1907,Tris Speaker,4,114,4,2,0,['OF'],['Boston Americans']
1907,Ty Cobb,150,4011,238,30,11,['OF'],['Detroit Tigers']
1907,Walter Johnson,14,330,5,20,3,['P'],['Washington Senators']
1907,Willie Keeler,107,2793,144,13,5,['OF'],['New York Highlanders']
1908,Amos Strunk,11,240,27,1,3,['OF'],['Philadelphia Athletics']
1908,Bill Dahlen,144,3765,291,553,43,['SS'],['Boston Doves']
1908,Bill Donovan,29,729,16,39,5,['P'],['Detroit Tigers']
1908,Billy Sullivan,137,3399,553,156,11,['C'],['Chicago White Sox']
1908,Bobby Wallace,137,3639,286,510,41,['SS'],['St. Louis Browns']
1908,Charles Bender,19,450,25,31,3,"['1B', 'P']",['Philadelphia Athletics']
1908,Christy Mathewson,56,1173,27,141,2,['P'],['New York Giants']
1908,Clyde Milan,122,3249,265,18,12,['OF'],['Washington Senators']
1908,Cy Seymour,155,4143,340,29,20,['OF'],['New York Giants']
1908,Cy Young,36,897,5,62,3,['P'],['Boston Red Sox']
1908,Danny Murphy,142,3807,308,173,18,"['2B', '1B', 'OF']",['Philadelphia Athletics']
1908,Deacon McGuire,1,27,10,0,0,['1B'],['Cleveland Naps']
1908,Donie Bush,20,531,42,63,7,['SS'],['Detroit Tigers']
1908,Ed Walsh,66,1392,41,190,6,['P'],['Chicago White Sox']
1908,Eddie Collins,85,2289,184,188,25,"['OF', '2B', 'SS']",['Philadelphia Athletics']
1908,Eddie Plank,34,735,17,45,2,['P'],['Philadelphia Athletics']
1908,Frank Chance,126,3270,1291,86,15,['1B'],['Chicago Cubs']
1908,Frank Smith,41,894,23,101,2,['P'],['Chicago White Sox']
1908,Fred Clarke,151,4014,350,15,10,['OF'],['Pittsburgh Pirates']
1908,Fred Merkle,18,216,65,3,0,"['2B', '1B', '3B', 'OF']",['New York Giants']
1908,Fred Tenney,156,4095,1624,117,18,['1B'],['New York Giants']
1908,George Bell,29,465,2,51,1,['P'],['Brooklyn Superbas']
1908,George Davis,122,3222,291,384,32,"['2B', '1B', 'SS']",['Chicago White Sox']
1908,George McBride,155,4122,372,568,52,['SS'],['Washington Senators']
1908,Harry Davis,147,3876,1410,86,22,['1B'],['Philadelphia Athletics']
1908,Harry Smith,38,942,143,52,5,['C'],['Boston Doves']
1908,Honus Wagner,151,4089,354,469,50,['SS'],['Pittsburgh Pirates']
1908,Jack Powell,33,768,2,56,3,['P'],['St. Louis Browns']
1908,Jack Ryan,8,108,0,12,0,['P'],['Cleveland Naps']
1908,Jack Warner,42,870,181,38,4,"['C', '1B']",['Washington Senators']
1908,Jimmy Sheckard,115,3063,201,13,10,['OF'],['Chicago Cubs']
1908,Joe Kelley,62,1539,189,20,8,"['OF', '1B']",['Boston Doves']
1908,John Anderson,96,2406,176,13,5,"['OF', '1B']",['Chicago White Sox']
1908,John Sullivan,1,18,1,1,0,['C'],['Pittsburgh Pirates']
1908,Johnny Evers,123,3282,237,361,25,"['OF', '2B']",['Chicago Cubs']
1908,Kid Gleason,2,9,3,1,0,"['OF', '2B']",['Philadelphia Phillies']
1908,Larry Gardner,3,63,2,2,3,['3B'],['Boston Red Sox']
1908,Lou Criger,84,2034,380,120,10,['C'],['Boston Red Sox']
1908,Nap Lajoie,157,4236,460,543,37,"['2B', '1B']",['Cleveland Naps']
1908,Nick Altrock,23,408,20,67,3,['P'],['Chicago White Sox']
1908,Red Ames,18,342,5,32,3,['P'],['New York Giants']
1908,Roger Bresnahan,139,3468,657,140,12,['C'],['New York Giants']
1908,Roy Thomas,107,2880,282,7,7,['OF'],"['Pittsburgh Pirates', 'Philadelphia Phillies']"
1908,Rube Marquard,1,15,0,1,0,['P'],['New York Giants']
1908,Sam Crawford,151,4035,428,22,14,"['OF', '1B']",['Detroit Tigers']
1908,Sherry Magee,142,3762,279,15,9,['OF'],['Philadelphia Phillies']
1908,Terry Turner,53,1356,65,68,6,"['OF', 'SS']",['Cleveland Naps']
1908,Tom Hughes,43,828,8,87,11,['P'],['Washington Senators']
1908,Tommy Leach,152,4095,205,295,33,"['OF', '3B']",['Pittsburgh Pirates']
1908,Tris Speaker,31,801,58,9,0,['OF'],['Boston Red Sox']
1908,Ty Cobb,150,3987,212,23,14,['OF'],['Detroit Tigers']
1908,Walter Johnson,36,771,4,56,4,['P'],['Washington Senators']
1908,Willie Keeler,88,2289,123,9,9,['OF'],['New York Highlanders']
1909,Amos Strunk,9,222,10,2,0,['OF'],['Philadelphia Athletics']
1909,Arlie Latham,2,6,0,2,0,['2B'],['New York Giants']
1909,Babe Adams,25,390,1,33,3,['P'],['Pittsburgh Pirates']
1909,Bill Dahlen,57,1461,119,200,32,"['2B', '3B', 'SS']",['Boston Doves']
1909,Bill Donovan,21,420,9,29,1,['P'],['Detroit Tigers']
1909,Billy Sullivan,97,2328,452,119,10,['C'],['Chicago White Sox']
1909,Bobby Wallace,116,2994,242,336,32,"['3B', 'SS']",['St. Louis Browns']
1909,Charles Bender,34,750,13,78,4,['P'],['Philadelphia Athletics']
1909,Christy Mathewson,37,825,19,96,4,['P'],['New York Giants']
1909,Clark Griffith,1,18,1,4,0,['P'],['Cincinnati Reds']
1909,Clyde Milan,120,2964,222,19,7,['OF'],['Washington Senators']
1909,Cy Seymour,74,1830,138,11,5,['OF'],['New York Giants']
1909,Cy Young,35,882,10,88,9,['P'],['Cleveland Naps']
1909,Danny Murphy,149,3984,191,17,5,['OF'],['Philadelphia Athletics']
1909,Dixie Walker,4,108,1,10,2,['P'],['Washington Senators']
1909,Donie Bush,157,4170,308,567,71,['SS'],['Detroit Tigers']
1909,Ed Walsh,32,702,23,93,1,"['OF', 'P']",['Chicago White Sox']
1909,Eddie Collins,153,4125,375,410,27,"['2B', 'SS']",['Philadelphia Athletics']
1909,Eddie Plank,34,795,11,82,1,['P'],['Philadelphia Athletics']
1909,Frank Chance,92,2394,901,40,6,['1B'],['Chicago Cubs']
1909,Frank Smith,51,1095,26,154,4,['P'],['Chicago White Sox']
1909,Fred Clarke,152,4119,362,17,5,['OF'],['Pittsburgh Pirates']
1909,Fred Merkle,71,1710,626,30,16,"['2B', '1B']",['New York Giants']
1909,Fred Tenney,98,2625,1046,72,16,['1B'],['New York Giants']
1909,Gene Moore,1,6,0,0,0,['P'],['Pittsburgh Pirates']
1909,George Bell,33,768,10,81,6,['P'],['Brooklyn Superbas']
1909,George Davis,19,492,190,18,5,"['2B', '1B']",['Chicago White Sox']
1909,George McBride,156,4080,341,499,58,['SS'],['Washington Senators']
1909,Harry Davis,149,3978,1432,74,19,['1B'],['Philadelphia Athletics']
1909,Harry Hooper,74,1854,124,14,7,['OF'],['Boston Red Sox']
1909,Harry Smith,31,741,133,39,5,['C'],['Boston Doves']
1909,Honus Wagner,137,3717,344,430,49,"['OF', 'SS']",['Pittsburgh Pirates']
1909,Hughie Jennings,2,30,9,1,0,['1B'],['Detroit Tigers']
1909,Jack Powell,34,717,9,58,4,['P'],['St. Louis Browns']
1909,Jack Quinn,23,357,5,52,2,['P'],['New York Highlanders']
1909,Jack Ryan,13,183,2,17,1,['P'],['Boston Red Sox']
1909,Jimmy Austin,135,3372,225,301,44,"['2B', '3B', 'SS']",['New York Highlanders']
1909,Jimmy Sheckard,148,3975,277,18,10,['OF'],['Chicago Cubs']
1909,Johnny Evers,126,3345,262,354,38,['2B'],['Chicago Cubs']
1909,Larry Gardner,13,234,10,16,5,"['3B', 'SS']",['Boston Red Sox']
1909,Lou Criger,73,1842,387,98,7,['C'],['St. Louis Browns']
1909,Nap Lajoie,128,3330,371,376,28,"['2B', '1B']",['Cleveland Naps']
1909,Nick Altrock,13,204,11,16,3,"['OF', 'P']","['Chicago White Sox', 'Washington Senators']"
1909,Red Ames,34,732,11,99,9,['P'],['New York Giants']
1909,Roger Bresnahan,69,1563,224,105,16,"['C', '2B', '3B']",['St. Louis Cardinals']
1909,Roy Thomas,76,2007,155,9,4,['OF'],['Boston Doves']
1909,Rube Marquard,29,519,3,45,4,['P'],['New York Giants']
1909,Sam Crawford,157,4176,486,17,17,"['OF', '1B']",['Detroit Tigers']
1909,Sherry Magee,143,3840,283,11,9,['OF'],['Philadelphia Phillies']
1909,Stuffy McInnis,14,321,34,44,10,['SS'],['Philadelphia Athletics']
1909,Terry Turner,52,1383,112,176,11,"['2B', 'SS']",['Cleveland Naps']
1909,Tom Hughes,46,717,10,65,7,['P'],"['New York Highlanders', 'Washington Senators']"
1909,Tommy Leach,151,4110,355,38,13,"['OF', '3B']",['Pittsburgh Pirates']
1909,Tris Speaker,142,3783,319,35,10,['OF'],['Boston Red Sox']
1909,Ty Cobb,156,4140,222,24,14,['OF'],['Detroit Tigers']
1909,Walter Johnson,40,891,15,73,7,['P'],['Washington Senators']
1909,Willie Keeler,95,2511,111,9,4,['OF'],['New York Highlanders']
1909,Zack Wheat,26,672,54,5,3,['OF'],['Brooklyn Superbas']
1910,Amos Strunk,14,339,33,1,0,['OF'],['Philadelphia Athletics']
1910,Babe Adams,34,735,7,44,5,['P'],['Pittsburgh Pirates']
1910,Bill Donovan,26,621,9,33,2,['P'],['Detroit Tigers']
1910,Billy Sullivan,45,1161,290,71,9,['C'],['Chicago White Sox']
1910,Bobby Wallace,138,3636,316,444,43,"['3B', 'SS']",['St. Louis Browns']
1910,Charles Bender,30,750,13,85,3,['P'],['Philadelphia Athletics']
1910,Christy Mathewson,38,954,12,114,4,['P'],['New York Giants']
1910,Clyde Milan,142,3693,267,30,17,['OF'],['Washington Senators']
1910,Cy Seymour,76,1965,137,9,10,['OF'],['New York Giants']
1910,Cy Young,21,489,6,62,6,['P'],['Cleveland Naps']
1910,Danny Murphy,151,4122,209,15,6,['OF'],['Philadelphia Athletics']
1910,Deacon McGuire,1,27,2,1,0,['C'],['Cleveland Naps']
1910,Dixie Walker,29,597,4,60,4,['P'],['Washington Senators']
1910,Donie Bush,142,3753,310,489,51,"['3B', 'SS']",['Detroit Tigers']
1910,Ed Walsh,45,1110,21,154,9,['P'],['Chicago White Sox']
1910,Eddie Collins,153,4158,402,451,25,['2B'],['Philadelphia Athletics']
1910,Eddie Plank,38,750,9,64,1,['P'],['Philadelphia Athletics']
1910,Frank Chance,87,2151,773,38,3,['1B'],['Chicago Cubs']
1910,Frank Smith,23,471,14,68,4,['P'],"['Chicago White Sox', 'Boston Red Sox']"
1910,Fred Clarke,118,3141,284,10,10,['OF'],['Pittsburgh Pirates']
1910,Fred Merkle,144,3831,1390,84,29,['1B'],['New York Giants']
1910,Gene Moore,4,51,1,5,0,['P'],['Pittsburgh Pirates']
1910,George Bell,44,930,8,74,2,['P'],['Brooklyn Superbas']
1910,George McBride,154,4068,370,518,58,['SS'],['Washington Senators']
1910,Hank Gowdy,5,96,30,3,2,['1B'],['New York Giants']
1910,Harry Davis,139,3762,1353,64,20,['1B'],['Philadelphia Athletics']
1910,Harry Hooper,155,4185,241,30,18,['OF'],['Boston Red Sox']
1910,Harry Smith,38,903,138,66,11,['C'],['Boston Doves']
1910,Honus Wagner,151,3969,442,427,53,"['2B', '1B', 'SS']",['Pittsburgh Pirates']
1910,Jack O'Connor,1,6,1,0,0,['C'],['St. Louis Browns']
1910,Jack Powell,21,387,5,25,3,['P'],['St. Louis Browns']
1910,Jack Quinn,35,708,8,111,3,['P'],['New York Highlanders']
1910,Jimmy Austin,133,3531,204,284,30,['3B'],['New York Highlanders']
1910,Jimmy Sheckard,143,3693,308,21,8,['OF'],['Chicago Cubs']
1910,Johnny Evers,125,3210,282,347,33,['2B'],['Chicago Cubs']
1910,Larry Gardner,113,3051,222,320,32,['2B'],['Boston Red Sox']
1910,Lou Criger,27,657,120,28,1,['C'],['New York Highlanders']
1910,Max Carey,2,51,10,1,0,['OF'],['Pittsburgh Pirates']
1910,Nap Lajoie,159,4344,501,427,30,"['2B', '1B']",['Cleveland Naps']
1910,Red Ames,33,570,11,68,8,['P'],['New York Giants']
1910,Roger Bresnahan,80,1896,296,103,16,"['C', 'OF', 'P']",['St. Louis Cardinals']
1910,Roger Peckinpaugh,14,354,20,38,6,['SS'],['Cleveland Naps']
1910,Roy Thomas,20,456,38,2,2,['OF'],['Philadelphia Phillies']
1910,Rube Marquard,13,213,0,17,2,['P'],['New York Giants']
1910,Sam Crawford,154,4086,234,11,9,"['OF', '1B']",['Detroit Tigers']
1910,Shano Collins,94,2298,356,30,19,"['OF', '1B']",['Chicago White Sox']
1910,Sherry Magee,154,4116,285,9,8,['OF'],['Philadelphia Phillies']
1910,Stuffy McInnis,27,489,33,39,5,"['OF', '2B', '3B', 'SS']",['Philadelphia Athletics']
1910,Terry Turner,149,4026,249,449,25,"['2B', '3B', 'SS']",['Cleveland Naps']
1910,Tom Hughes,23,456,4,57,4,['P'],['New York Highlanders']
1910,Tommy Leach,134,3504,358,17,14,"['OF', '2B', 'SS']",['Pittsburgh Pirates']
1910,Tris Speaker,140,3813,337,20,16,['OF'],['Boston Red Sox']
1910,Ty Cobb,137,3642,305,18,14,['OF'],['Detroit Tigers']
1910,Walter Johnson,45,1122,23,90,6,['P'],['Washington Senators']
1910,Willie Keeler,2,6,1,0,0,['OF'],['New York Giants']
1910,Zack Wheat,156,4239,354,21,15,['OF'],['Brooklyn Superbas']
1911,Amos Strunk,64,0,145,11,9,"['OF', '1B']",['Philadelphia Athletics']
1911,Babe Adams,40,0,3,42,1,['P'],['Pittsburgh Pirates']
1911,Bill Dahlen,1,0,2,5,0,['SS'],['Brooklyn Dodgers']
1911,Bill Donovan,20,0,4,25,2,['P'],['Detroit Tigers']
1911,Billy Sullivan,89,0,447,114,8,['C'],['Chicago White Sox']
1911,Bobby Wallace,125,0,282,417,42,"['2B', 'SS']",['St. Louis Browns']
1911,Charles Bender,31,0,11,58,0,['P'],['Philadelphia Athletics']
1911,Christy Mathewson,45,0,31,107,2,['P'],['New York Giants']
1911,Clarence Mitchell,5,0,0,2,0,['P'],['Detroit Tigers']
1911,Clyde Milan,154,0,347,33,17,['OF'],['Washington Senators']
1911,Cy Young,18,0,4,33,2,['P'],"['Cleveland Naps', 'Boston Rustlers']"
1911,Danny Murphy,140,0,164,46,8,"['OF', '2B']",['Philadelphia Athletics']
1911,Dixie Walker,32,0,11,45,4,['P'],['Washington Senators']
1911,Donie Bush,150,0,372,556,75,['SS'],['Detroit Tigers']
1911,Ed Walsh,56,0,27,159,8,['P'],['Chicago White Sox']
1911,Eddie Collins,132,0,348,349,24,['2B'],['Philadelphia Athletics']
1911,Eddie Plank,40,0,7,71,2,['P'],['Philadelphia Athletics']
1911,Frank Chance,29,0,289,11,3,['1B'],['Chicago Cubs']
1911,Frank Smith,35,0,16,68,6,['P'],"['Boston Red Sox', 'Cincinnati Reds']"
1911,Fred Clarke,101,0,216,8,7,['OF'],['Pittsburgh Pirates']
1911,Fred Merkle,148,0,1375,117,22,['1B'],['New York Giants']
1911,Fred Tenney,98,0,901,64,15,"['OF', '1B']",['Boston Rustlers']
1911,George Bell,19,0,2,40,3,['P'],['Brooklyn Dodgers']
1911,George Burns,6,0,7,0,0,['OF'],['New York Giants']
1911,George McBride,154,0,353,546,56,['SS'],['Washington Senators']
1911,Hank Gowdy,29,0,273,15,9,"['C', '1B']","['New York Giants', 'Boston Rustlers']"
1911,Harry Davis,53,0,427,36,11,['1B'],['Philadelphia Athletics']
1911,Harry Hooper,130,0,181,27,10,['OF'],['Boston Red Sox']
1911,Honus Wagner,130,0,472,321,47,"['OF', '1B', 'SS']",['Pittsburgh Pirates']
1911,Ivey Wingo,18,0,65,22,8,['C'],['St. Louis Cardinals']
1911,Jack Powell,31,0,5,40,6,['P'],['St. Louis Browns']
1911,Jack Quinn,40,0,4,65,2,['P'],['New York Highlanders']
1911,Jack Ryan,3,0,0,3,0,['P'],['Brooklyn Dodgers']
1911,Jimmy Austin,148,0,228,337,42,['3B'],['St. Louis Browns']
1911,Jimmy Sheckard,156,0,332,32,14,['OF'],['Chicago Cubs']
1911,Johnny Evers,44,0,79,105,7,"['2B', '3B']",['Chicago Cubs']
1911,Larry Gardner,134,0,244,356,23,"['2B', '3B']",['Boston Red Sox']
1911,Max Carey,122,0,304,11,8,['OF'],['Pittsburgh Pirates']
1911,Nap Lajoie,78,0,479,109,14,"['2B', '1B']",['Cleveland Naps']
1911,Pete Alexander,48,0,11,95,4,['P'],['Philadelphia Phillies']
1911,Red Ames,34,0,7,69,7,['P'],['New York Giants']
1911,Roger Bresnahan,79,0,327,105,15,"['C', '2B']",['St. Louis Cardinals']
1911,Roy Thomas,11,0,14,3,0,['OF'],['Philadelphia Phillies']
1911,Rube Marquard,45,0,6,46,4,['P'],['New York Giants']
1911,Sam Crawford,146,0,181,16,5,['OF'],['Detroit Tigers']
1911,Shano Collins,104,0,884,78,23,"['2B', '1B', 'OF']",['Chicago White Sox']
1911,Sherry Magee,120,0,248,14,5,['OF'],['Philadelphia Phillies']
1911,Steve O'Neill,9,0,55,17,1,['C'],['Cleveland Naps']
1911,Stuffy McInnis,121,0,948,101,35,"['1B', 'SS']",['Philadelphia Athletics']
1911,Terry Turner,118,0,174,245,19,"['2B', '3B', 'SS']",['Cleveland Naps']
1911,Tom Hughes,34,0,8,51,5,['P'],['Washington Senators']
1911,Tommy Leach,103,0,226,42,7,"['OF', '3B', 'SS']",['Pittsburgh Pirates']
1911,Tris Speaker,138,0,297,26,15,['OF'],['Boston Red Sox']
1911,Ty Cobb,146,0,376,24,18,['OF'],['Detroit Tigers']
1911,Walter Johnson,40,0,14,95,4,['P'],['Washington Senators']
1911,Zack Wheat,136,0,287,12,14,['OF'],['Brooklyn Dodgers']
1912,Amos Strunk,116,0,278,16,3,['OF'],['Philadelphia Athletics']
1912,Babe Adams,28,0,2,36,0,['P'],['Pittsburgh Pirates']
1912,Bill Doak,1,0,0,0,0,['P'],['Cincinnati Reds']
1912,Bill Donovan,7,0,5,1,1,"['OF', '1B', 'P']",['Detroit Tigers']
1912,Billy Sullivan,41,0,147,52,5,['C'],['Chicago White Sox']
1912,Bobby Wallace,99,0,210,296,31,"['2B', '3B', 'SS']",['St. Louis Browns']
1912,Bullet Joe Bush,1,0,1,1,1,['P'],['Philadelphia Athletics']
1912,Charles Bender,27,0,6,36,2,['P'],['Philadelphia Athletics']
1912,Christy Mathewson,43,0,15,74,4,['P'],['New York Giants']
1912,Clark Griffith,2,0,0,2,0,"['2B', 'P']",['Washington Senators']
1912,Clyde Milan,154,0,326,31,25,['OF'],['Washington Senators']
1912,Cy Williams,22,0,36,3,0,['OF'],['Chicago Cubs']
1912,Danny Murphy,36,0,39,2,5,['OF'],['Philadelphia Athletics']
1912,Deacon McGuire,1,0,2,3,2,['C'],['Detroit Tigers']
1912,Dixie Walker,9,0,5,18,6,['P'],['Washington Senators']
1912,Donie Bush,144,0,317,547,66,['SS'],['Detroit Tigers']
1912,Ed Walsh,62,0,22,140,15,['P'],['Chicago White Sox']
1912,Eddie Collins,153,0,387,426,38,['2B'],['Philadelphia Athletics']
1912,Eddie Plank,37,0,6,68,0,['P'],['Philadelphia Athletics']
1912,Eppa Rixey,23,0,4,35,0,['P'],['Philadelphia Phillies']
1912,Ernie Johnson,16,0,23,37,1,['SS'],['Chicago White Sox']
1912,Frank Chance,2,0,22,0,0,['1B'],['Chicago Cubs']
1912,Frank Smith,7,0,3,3,1,['P'],['Cincinnati Reds']
