year,player,games_played,innings_played_in_outs,putouts,assists,errors,field_positions,teams
2006,Kenny Lofton,120,2883,241,4,3,['OF'],['Los Angeles Dodgers']
2006,Kenny Rogers,34,612,14,38,5,['P'],['Detroit Tigers']
2006,Kent Mercker,37,85,1,2,0,['P'],['Cincinnati Reds']
2006,Kevin Millwood,34,645,13,29,0,['P'],['Texas Rangers']
2006,Kyle Farnsworth,72,198,3,7,0,['P'],['New York Yankees']
2006,Kyle Lohse,34,380,12,24,0,['P'],"['Minnesota Twins', 'Cincinnati Reds']"
2006,LaTroy Hawkins,60,181,4,7,1,['P'],['Baltimore Orioles']
2006,Livan Hernandez,34,648,16,33,4,['P'],"['Arizona Diamondbacks', 'Washington Nationals']"
2006,Luis Castillo,142,3718,267,378,6,['2B'],['Minnesota Twins']
2006,Luis Gonzalez,199,4856,359,74,3,"['OF', '1B', '3B', '2B']","['Arizona Diamondbacks', 'Colorado Rockies']"
2006,Manny Ramirez,123,3094,175,7,2,['OF'],['Boston Red Sox']
2006,Mariano Rivera,63,225,7,18,0,['P'],['New York Yankees']
2006,Mark Buehrle,32,612,9,35,1,['P'],['Chicago White Sox']
2006,Mark DeRosa,138,3496,214,193,5,"['1B', '3B', 'OF', '2B', 'SS']",['Texas Rangers']
2006,Mark Kotsay,131,3213,309,6,4,"['OF', '1B']",['Oakland Athletics']
2006,Matt Stairs,15,304,74,1,0,"['OF', '1B']","['Kansas City Royals', 'Texas Rangers']"
2006,Miguel Batista,34,619,12,34,4,['P'],['Arizona Diamondbacks']
2006,Miguel Cabrera,157,4002,114,266,17,['3B'],['Florida Marlins']
2006,Miguel Cairo,84,1640,163,157,3,"['1B', '3B', 'OF', '2B', 'SS']",['New York Yankees']
2006,Miguel Tejada,150,3881,237,418,19,['SS'],['Baltimore Orioles']
2006,Mike Cameron,141,3732,367,6,6,['OF'],['San Diego Padres']
2006,Mike Gonzalez,54,162,2,6,0,['P'],['Pittsburgh Pirates']
2006,Mike Mussina,32,592,3,22,0,['P'],['New York Yankees']
2006,Mike Stanton,82,203,0,7,1,['P'],"['Washington Nationals', 'San Francisco Giants']"
2006,Mike Timlin,68,192,6,7,0,['P'],['Boston Red Sox']
2006,Moises Alou,92,2177,173,1,4,['OF'],['San Francisco Giants']
2006,Nelson Cruz,39,940,69,4,0,['OF'],['Texas Rangers']
2006,Oliver Perez,22,338,1,13,2,['P'],"['New York Mets', 'Pittsburgh Pirates']"
2006,Omar Vizquel,152,3844,205,390,4,['SS'],['San Francisco Giants']
2006,Paul Konerko,140,3545,1173,67,6,['1B'],['Chicago White Sox']
2006,Pedro Martinez,23,398,7,13,5,['P'],['New York Mets']
2006,Placido Polanco,108,2829,224,325,6,['2B'],['Detroit Tigers']
2006,Ramon Hernandez,137,3298,798,69,13,"['C', '1B']",['Baltimore Orioles']
2006,Ramon Martinez,73,1215,75,116,2,"['1B', '3B', 'OF', '2B', 'SS']",['Los Angeles Dodgers']
2006,Randy Johnson,33,615,2,26,1,['P'],['New York Yankees']
2006,Randy Wolf,12,170,6,6,0,['P'],['Philadelphia Phillies']
2006,Raul Ibanez,157,4190,301,11,2,['OF'],['Seattle Mariners']
2006,Reggie Sanders,73,1803,170,4,2,['OF'],['Kansas City Royals']
2006,Rheal Cormier,64,144,7,13,0,['P'],"['Cincinnati Reds', 'Philadelphia Phillies']"
2006,Rich Hill,17,298,2,7,1,['P'],['Chicago Cubs']
2006,Roberto Hernandez,106,415,10,20,2,['P'],"['Pittsburgh Pirates', 'New York Mets', 'Cleveland Indians']"
2006,Robinson Cano,118,3027,230,333,9,['2B'],['New York Yankees']
2006,Roger Clemens,19,340,4,15,1,['P'],['Houston Astros']
2006,Roy Halladay,32,660,25,31,1,['P'],['Toronto Blue Jays']
2006,Royce Clayton,129,3165,170,340,18,['SS'],"['Washington Nationals', 'Cincinnati Reds']"
2006,Rudy Seanez,49,159,4,4,0,['P'],"['San Diego Padres', 'Boston Red Sox']"
2006,Russ Springer,72,179,3,6,1,['P'],['Houston Astros']
2006,Ryan Dempster,74,225,3,8,1,['P'],['Chicago Cubs']
2006,Ryan Zimmerman,157,4105,152,260,15,['3B'],['Washington Nationals']
2006,Sandy Alomar,35,724,176,6,2,['C'],"['Los Angeles Dodgers', 'Chicago White Sox']"
2006,Scott Rolen,142,3647,93,320,15,['3B'],['St. Louis Cardinals']
2006,Shin-Soo Choo,43,1111,97,3,3,['OF'],"['Cleveland Indians', 'Seattle Mariners']"
2006,Steve Finley,130,2920,287,5,1,['OF'],['San Francisco Giants']
2006,Steve Kline,72,155,5,10,1,['P'],['San Francisco Giants']
2006,Steve Trachsel,30,494,7,28,1,['P'],['New York Mets']
2006,Terry Mulholland,5,9,0,1,0,['P'],['Arizona Diamondbacks']
2006,Tim Hudson,35,655,17,30,0,['P'],['Atlanta Braves']
2006,Tim Wakefield,23,420,13,12,0,['P'],['Boston Red Sox']
2006,Todd Helton,145,3817,1367,87,4,['1B'],['Colorado Rockies']
2006,Todd Jones,62,192,2,10,0,['P'],['Detroit Tigers']
2006,Tom Glavine,32,594,11,43,4,['P'],['New York Mets']
2006,Tom Gordon,59,178,5,8,0,['P'],['Philadelphia Phillies']
2006,Tony Armas,30,462,7,20,0,['P'],['Washington Nationals']
2006,Tony Gwynn,19,389,42,1,0,['OF'],['Milwaukee Brewers']
2006,Tony Pena,48,353,16,34,1,"['3B', 'SS', 'P']","['Arizona Diamondbacks', 'Atlanta Braves']"
2006,Torii Hunter,143,3697,343,8,4,['OF'],['Minnesota Twins']
2006,Trevor Hoffman,65,189,6,5,0,['P'],['San Diego Padres']
2006,Vinny Castilla,77,1815,74,115,5,"['1B', '3B']","['San Diego Padres', 'Colorado Rockies']"
2006,Vladimir Guerrero,126,3270,251,7,11,['OF'],['Los Angeles Angels of Anaheim']
2006,Woody Williams,25,436,12,16,1,['P'],['San Diego Padres']
2006,Yadier Molina,131,3127,739,79,5,"['C', '1B']",['St. Louis Cardinals']
2006,Zack Greinke,3,19,0,1,0,['P'],['Kansas City Royals']
2007,A. J. Burnett,25,497,17,15,2,['P'],['Toronto Blue Jays']
2007,A. J. Pierzynski,130,3174,796,46,2,['C'],['Chicago White Sox']
2007,Adam Eaton,30,485,18,18,2,['P'],['Philadelphia Phillies']
2007,Adam Wainwright,32,606,13,28,2,['P'],['St. Louis Cardinals']
2007,Adrian Beltre,147,3838,121,287,18,['3B'],['Seattle Mariners']
2007,Alan Embree,68,204,3,5,0,['P'],['Oakland Athletics']
2007,Albert Pujols,154,3974,1325,124,8,['1B'],['St. Louis Cardinals']
2007,Alberto Castillo,11,275,92,7,0,['C'],['Baltimore Orioles']
2007,Alex Gonzalez,103,2618,147,264,16,['SS'],['Cincinnati Reds']
2007,Alex Rodriguez,154,3990,106,251,13,['3B'],['New York Yankees']
2007,Alfonso Soriano,135,3496,273,19,6,"['OF', '2B']",['Chicago Cubs']
2007,Andrew Miller,13,192,2,8,2,['P'],['Detroit Tigers']
2007,Andruw Jones,154,4038,396,3,2,['OF'],['Atlanta Braves']
2007,Andy Pettitte,36,646,13,28,1,['P'],['New York Yankees']
2007,Anibal Sanchez,6,90,2,8,2,['P'],['Florida Marlins']
2007,Aramis Ramirez,126,3274,88,260,10,['3B'],['Chicago Cubs']
2007,Barry Bonds,110,2526,162,2,4,['OF'],['San Francisco Giants']
2007,Bartolo Colon,19,298,3,8,1,['P'],['Los Angeles Angels of Anaheim']
2007,Bill White,9,28,0,0,0,['P'],['Texas Rangers']
2007,Billy Wagner,66,205,1,7,1,['P'],['New York Mets']
2007,Bobby Abreu,157,3999,313,6,4,['OF'],['New York Yankees']
2007,Brad Ausmus,122,2762,769,49,4,"['2B', '1B', '3B', 'C']",['Houston Astros']
2007,Brandon Phillips,157,4116,341,434,8,"['2B', 'SS']",['Cincinnati Reds']
2007,Brian Anderson,8,106,9,0,1,['OF'],['Chicago White Sox']
2007,Brian Giles,120,3206,217,2,5,['OF'],['San Diego Padres']
2007,Bronson Arroyo,34,632,11,27,1,['P'],['Cincinnati Reds']
2007,Bruce Chen,5,30,0,0,0,['P'],['Texas Rangers']
2007,CC Sabathia,34,723,1,24,1,['P'],['Cleveland Indians']
2007,Carlos Beltran,141,3721,389,6,5,['OF'],['New York Mets']
2007,Carlos Delgado,138,3658,1133,74,8,['1B'],['New York Mets']
2007,Carlos Martinez,2,8,0,0,0,['P'],['Florida Marlins']
2007,Chan Ho Park,1,12,1,0,0,['P'],['New York Mets']
2007,Chase Utley,133,3525,295,372,10,"['2B', '1B']",['Philadelphia Phillies']
2007,Chipper Jones,127,3263,76,227,9,"['3B', 'SS']",['Atlanta Braves']
2007,Chris Gomez,95,1576,208,129,3,"['2B', '1B', '3B', 'SS']","['Baltimore Orioles', 'Cleveland Indians']"
2007,Cliff Lee,20,292,7,5,1,['P'],['Cleveland Indians']
2007,Craig Biggio,115,2816,192,267,10,"['C', '2B']",['Houston Astros']
2007,Craig Counsell,101,1990,87,189,2,"['2B', '3B', 'SS']",['Milwaukee Brewers']
2007,Curt Schilling,24,453,12,9,0,['P'],['Boston Red Sox']
2007,Curtis Granderson,157,3870,428,10,5,['OF'],['Detroit Tigers']
2007,Damion Easley,52,1265,112,116,5,"['2B', '1B', '3B', 'OF']",['New York Mets']
2007,Dan Meyer,6,49,0,0,0,['P'],['Oakland Athletics']
2007,Darren Oliver,61,193,2,11,1,['P'],['Los Angeles Angels of Anaheim']
2007,Dave Roberts,102,2520,247,6,3,['OF'],['San Francisco Giants']
2007,David Ortiz,7,144,37,3,0,['1B'],['Boston Red Sox']
2007,David Weathers,70,233,3,8,0,['P'],['Cincinnati Reds']
2007,David Wells,29,472,7,22,3,['P'],"['Los Angeles Dodgers', 'San Diego Padres']"
2007,Derek Jeter,155,3955,199,390,18,['SS'],['New York Yankees']
2007,Derek Lowe,33,598,15,24,0,['P'],['Los Angeles Dodgers']
2007,Eddie Guardado,15,41,0,2,0,['P'],['Cincinnati Reds']
2007,Edgar Renteria,121,3058,147,322,11,['SS'],['Atlanta Braves']
2007,Edwin Jackson,32,483,11,14,2,['P'],['Tampa Bay Devil Rays']
2007,Eric Chavez,88,2324,66,169,6,['3B'],['Oakland Athletics']
2007,Ervin Santana,28,450,6,13,0,['P'],['Los Angeles Angels of Anaheim']
2007,Fernando Rodney,48,152,2,12,1,['P'],['Detroit Tigers']
2007,Francisco Rodriguez,64,202,4,2,0,['P'],['Los Angeles Angels of Anaheim']
2007,Freddy Garcia,11,174,4,6,0,['P'],['Philadelphia Phillies']
2007,Garret Anderson,85,2173,143,7,2,['OF'],['Los Angeles Angels of Anaheim']
2007,Gary Matthews,135,3434,362,7,5,['OF'],['Los Angeles Angels of Anaheim']
2007,Gary Sheffield,12,318,25,1,0,['OF'],['Detroit Tigers']
2007,Greg Maddux,34,594,19,51,1,['P'],['San Diego Padres']
2007,Gregg Zaun,103,2515,590,41,8,['C'],['Toronto Blue Jays']
2007,Henry Blanco,16,372,110,5,0,"['C', '1B']",['Chicago Cubs']
2007,Ian Kennedy,3,57,0,2,0,['P'],['New York Yankees']
2007,Ichiro Suzuki,155,4018,424,8,1,['OF'],['Seattle Mariners']
2007,Ivan Rodriguez,127,3158,834,50,6,['C'],['Detroit Tigers']
2007,Jack Wilson,131,3426,177,452,11,['SS'],['Pittsburgh Pirates']
2007,Jamey Wright,20,231,5,14,1,['P'],['Texas Rangers']
2007,Jamie Moyer,33,598,14,32,1,['P'],['Philadelphia Phillies']
2007,Jason Giambi,18,363,108,6,1,['1B'],['New York Yankees']
2007,Jason Isringhausen,63,196,5,5,0,['P'],['St. Louis Cardinals']
2007,Jeff Conine,72,1577,471,23,5,"['OF', '1B', '3B']","['New York Mets', 'Cincinnati Reds']"
2007,Jeff Kent,133,3253,235,328,14,['2B'],['Los Angeles Dodgers']
2007,Jeff Mathis,57,1401,383,42,4,['C'],['Los Angeles Angels of Anaheim']
2007,Jeff Suppan,34,620,17,32,1,['P'],['Milwaukee Brewers']
2007,Jerry Hairston,77,1170,102,57,3,"['OF', '2B', '3B', 'SS']",['Texas Rangers']
2007,Jim Edmonds,104,2485,244,8,5,"['OF', '1B']",['St. Louis Cardinals']
2007,Jim Thome,1,24,6,0,0,['1B'],['Chicago White Sox']
2007,Jimmy Rollins,162,4324,227,479,11,['SS'],['Philadelphia Phillies']
2007,Joaquin Benoit,70,246,5,7,0,['P'],['Texas Rangers']
2007,Joe Nathan,68,215,1,3,1,['P'],['Minnesota Twins']
2007,Joe Smith,54,133,2,9,0,['P'],['New York Mets']
2007,Joey Votto,23,564,121,11,1,"['OF', '1B']",['Cincinnati Reds']
2007,John McDonald,117,2677,158,323,9,"['3B', 'SS']",['Toronto Blue Jays']
2007,John Smoltz,32,617,19,29,3,['P'],['Atlanta Braves']
2007,Johnny Damon,86,1978,202,3,3,"['OF', '1B']",['New York Yankees']
2007,Jon Lester,12,189,6,4,1,['P'],['Boston Red Sox']
2007,Jorge Posada,139,3352,805,54,5,"['C', '1B']",['New York Yankees']
2007,Jose Bautista,147,3712,125,252,17,"['OF', '3B']",['Pittsburgh Pirates']
2007,Jose Cruz,70,1682,147,5,1,['OF'],['San Diego Padres']
2007,Jose Mesa,56,152,2,5,0,['P'],"['Detroit Tigers', 'Philadelphia Phillies']"
2007,Jose Reyes,160,4294,203,445,12,['SS'],['New York Mets']
2007,Jose Valentin,45,1141,102,116,5,['2B'],['New York Mets']
2007,Juan Castro,41,535,24,41,3,"['2B', '3B', 'SS']",['Cincinnati Reds']
2007,Juan Uribe,150,3916,245,443,17,['SS'],['Chicago White Sox']
2007,Julian Tavarez,34,404,11,9,1,['P'],['Boston Red Sox']
2007,Julio Franco,18,448,124,17,0,"['1B', '3B']","['New York Mets', 'Atlanta Braves']"
2007,Justin Upton,42,946,65,1,5,['OF'],['Arizona Diamondbacks']
2007,Justin Verlander,32,605,7,17,0,['P'],['Detroit Tigers']
2007,Ken Griffey,133,3489,291,5,8,['OF'],['Cincinnati Reds']
2007,Kenny Lofton,131,3234,270,8,3,['OF'],"['Cleveland Indians', 'Texas Rangers']"
2007,Kenny Rogers,11,189,7,10,1,['P'],['Detroit Tigers']
2007,Kevin Millwood,31,518,4,13,3,['P'],['Texas Rangers']
2007,Kurt Suzuki,66,1617,431,32,2,['C'],['Oakland Athletics']
2007,Kyle Farnsworth,64,180,3,7,3,['P'],['New York Yankees']
2007,Kyle Lohse,34,578,12,21,1,['P'],"['Cincinnati Reds', 'Philadelphia Phillies']"
2007,LaTroy Hawkins,62,166,9,12,0,['P'],['Colorado Rockies']
2007,Livan Hernandez,33,613,13,39,0,['P'],['Arizona Diamondbacks']
2007,Luis Castillo,135,3475,253,315,5,['2B'],"['New York Mets', 'Minnesota Twins']"
2007,Luis Gonzalez,127,2988,192,4,1,['OF'],['Los Angeles Dodgers']
2007,Manny Ramirez,120,2984,182,8,2,['OF'],['Boston Red Sox']
2007,Mariano Rivera,67,214,6,10,0,['P'],['New York Yankees']
2007,Mark Buehrle,30,603,13,34,1,['P'],['Chicago White Sox']
2007,Mark DeRosa,163,3619,272,263,11,"['1B', '3B', 'OF', '2B', 'SS']",['Chicago Cubs']
2007,Mark Kotsay,56,1418,141,5,2,['OF'],['Oakland Athletics']
2007,Mark McLemore,29,105,1,0,0,['P'],['Houston Astros']
2007,Matt Stairs,102,2173,443,34,6,"['OF', '1B']",['Toronto Blue Jays']
2007,Miguel Batista,33,579,14,27,2,['P'],['Seattle Mariners']
2007,Miguel Cabrera,153,3932,100,266,23,['3B'],['Florida Marlins']
2007,Miguel Cairo,78,1267,202,84,6,"['1B', '3B', 'OF', '2B', 'SS']","['New York Yankees', 'St. Louis Cardinals']"
2007,Miguel Tejada,124,3206,149,358,15,['SS'],['Baltimore Orioles']
2007,Mike Cameron,150,3987,365,7,5,['OF'],['San Diego Padres']
2007,Mike Gonzalez,18,51,0,2,0,['P'],['Atlanta Braves']
2007,Mike Mussina,28,456,12,24,0,['P'],['New York Yankees']
2007,Mike Stanton,69,173,2,4,2,['P'],['Cincinnati Reds']
2007,Mike Timlin,50,166,4,9,2,['P'],['Boston Red Sox']
2007,Moises Alou,84,2109,138,7,4,['OF'],['New York Mets']
2007,Nelson Cruz,94,2167,167,6,5,['OF'],['Texas Rangers']
2007,Oliver Perez,29,531,1,14,3,['P'],['New York Mets']
2007,Omar Vizquel,143,3658,198,444,9,['SS'],['San Francisco Giants']
2007,Paul Konerko,141,3683,1180,71,5,['1B'],['Chicago White Sox']
2007,Pedro Martinez,5,84,1,0,0,['P'],['New York Mets']
2007,Placido Polanco,141,3627,294,389,0,['2B'],['Detroit Tigers']
2007,Ramon Hernandez,105,2568,636,44,7,"['C', '1B']",['Baltimore Orioles']
2007,Ramon Martinez,62,1019,48,86,2,"['2B', '1B', '3B', 'SS']",['Los Angeles Dodgers']
2007,Randy Johnson,10,170,0,8,0,['P'],['Arizona Diamondbacks']
2007,Randy Wolf,18,308,4,13,0,['P'],['Los Angeles Dodgers']
2007,Raul Ibanez,131,3343,224,10,6,['OF'],['Seattle Mariners']
2007,Reggie Sanders,17,360,38,0,0,['OF'],['Kansas City Royals']
2007,Rheal Cormier,6,9,0,2,0,['P'],['Cincinnati Reds']
2007,Rich Hill,32,585,4,22,4,['P'],['Chicago Cubs']
2007,Roberto Hernandez,82,784,24,43,5,['P'],"['Los Angeles Dodgers', 'Cleveland Indians']"
2007,Robinson Cano,159,4226,320,497,13,['2B'],['New York Yankees']
2007,Roger Clemens,18,297,4,15,0,['P'],['New York Yankees']
2007,Roy Halladay,31,676,20,35,2,['P'],['Toronto Blue Jays']
2007,Royce Clayton,72,1543,73,181,8,"['3B', 'SS']","['Boston Red Sox', 'Toronto Blue Jays']"
2007,Rudy Seanez,73,228,2,6,0,['P'],['Los Angeles Dodgers']
2007,Russ Springer,76,198,1,5,0,['P'],['St. Louis Cardinals']
2007,Ryan Dempster,66,200,4,7,0,['P'],['Chicago Cubs']
2007,Ryan Zimmerman,161,4295,140,348,23,['3B'],['Washington Nationals']
2007,Sammy Sosa,16,393,32,1,0,['OF'],['Texas Rangers']
2007,Sandy Alomar,6,123,29,5,0,['C'],['New York Mets']
2007,Scott Rolen,112,2805,85,226,10,['3B'],['St. Louis Cardinals']
2007,Shin-Soo Choo,5,129,10,1,0,['OF'],['Cleveland Indians']
2007,Steve Finley,28,484,46,1,0,['OF'],['Colorado Rockies']
2007,Steve Kline,68,138,3,3,1,['P'],['San Francisco Giants']
2007,Steve Trachsel,29,474,17,35,0,['P'],"['Baltimore Orioles', 'Chicago Cubs']"
2007,Tim Hudson,34,673,27,43,0,['P'],['Atlanta Braves']
2007,Tim Wakefield,31,567,14,22,0,['P'],['Boston Red Sox']
2007,Todd Helton,153,4011,1448,95,2,['1B'],['Colorado Rockies']
2007,Todd Jones,63,184,2,7,1,['P'],['Detroit Tigers']
2007,Tom Glavine,34,601,6,26,1,['P'],['New York Mets']
2007,Tom Gordon,44,120,6,7,0,['P'],['Philadelphia Phillies']
2007,Tony Armas,31,291,5,8,0,['P'],['Pittsburgh Pirates']
2007,Tony Gwynn,39,666,49,1,1,['OF'],['Milwaukee Brewers']
2007,Tony Pena,226,4095,214,449,24,"['2B', 'SS', 'P']","['Arizona Diamondbacks', 'Kansas City Royals']"
2007,Torii Hunter,155,3944,387,5,2,['OF'],['Minnesota Twins']
2007,Trevor Hoffman,61,172,3,4,0,['P'],['San Diego Padres']
2007,Tyler Clippard,6,81,2,2,0,['P'],['New York Yankees']
2007,Vladimir Guerrero,108,2792,208,5,9,['OF'],['Los Angeles Angels of Anaheim']
2007,Woody Williams,33,564,17,33,1,['P'],['Houston Astros']
2007,Yadier Molina,108,2587,583,63,6,"['C', '1B']",['St. Louis Cardinals']
2007,Zack Greinke,52,366,11,7,0,['P'],['Kansas City Royals']
2008,A. J. Burnett,35,664,18,29,7,['P'],['Toronto Blue Jays']
2008,A. J. Pierzynski,131,3403,913,54,9,['C'],['Chicago White Sox']
2008,Adam Eaton,21,321,10,14,0,['P'],['Philadelphia Phillies']
2008,Adam Wainwright,20,396,7,20,1,['P'],['St. Louis Cardinals']
2008,Adrian Beltre,139,3625,100,272,14,['3B'],['Seattle Mariners']
2008,Alan Embree,70,185,2,6,0,['P'],['Oakland Athletics']
2008,Albert Pujols,145,3655,1298,135,6,"['2B', '1B']",['St. Louis Cardinals']
2008,Alberto Castillo,28,78,2,7,0,['P'],['Baltimore Orioles']
2008,Alex Rodriguez,131,3379,73,251,10,['3B'],['New York Yankees']
2008,Alfonso Soriano,109,2815,186,12,5,"['OF', '2B']",['Chicago Cubs']
2008,Andrew Miller,29,322,5,8,1,['P'],['Florida Marlins']
2008,Andruw Jones,66,1489,133,1,1,['OF'],['Los Angeles Dodgers']
2008,Andy Pettitte,33,612,6,30,2,['P'],['New York Yankees']
2008,Anibal Sanchez,10,155,2,5,4,['P'],['Florida Marlins']
2008,Aramis Ramirez,147,3848,83,225,18,['3B'],['Chicago Cubs']
2008,Arthur Rhodes,61,106,1,3,0,['P'],"['Florida Marlins', 'Seattle Mariners']"
2008,Bartolo Colon,7,117,2,4,2,['P'],['Boston Red Sox']
2008,Bill White,8,12,1,0,0,['P'],['Texas Rangers']
2008,Billy Wagner,45,141,1,2,0,['P'],['New York Mets']
2008,Bobby Abreu,150,3930,270,10,2,['OF'],['New York Yankees']
2008,Brad Ausmus,81,1727,433,33,3,"['2B', '1B', '3B', 'C']",['Houston Astros']
2008,Brandon Phillips,140,3713,298,401,7,['2B'],['Cincinnati Reds']
2008,Brian Anderson,98,1408,105,0,0,['OF'],['Chicago White Sox']
2008,Brian Giles,144,3795,276,3,7,['OF'],['San Diego Padres']
2008,Bronson Arroyo,34,600,18,31,0,['P'],['Cincinnati Reds']
2008,CC Sabathia,35,759,5,28,1,['P'],"['Cleveland Indians', 'Milwaukee Brewers']"
2008,Carlos Beltran,158,4222,418,8,3,['OF'],['New York Mets']
2008,Carlos Delgado,154,4129,1237,105,8,['1B'],['New York Mets']
2008,Chan Ho Park,54,286,11,20,0,['P'],['Los Angeles Dodgers']
2008,Charlie Morton,16,224,3,7,0,['P'],['Atlanta Braves']
2008,Chase Utley,161,4229,356,465,13,"['2B', '1B']",['Philadelphia Phillies']
2008,Chipper Jones,115,2962,64,235,13,['3B'],['Atlanta Braves']
2008,Chris Gomez,56,977,93,75,6,"['2B', '1B', '3B', 'SS']",['Pittsburgh Pirates']
2008,Cliff Lee,31,670,16,14,1,['P'],['Cleveland Indians']
2008,Craig Counsell,81,1697,69,169,3,"['2B', '3B', 'SS']",['Milwaukee Brewers']
2008,Curtis Granderson,140,3564,366,5,4,['OF'],['Detroit Tigers']
2008,Damion Easley,84,1948,165,175,6,"['1B', '3B', 'OF', '2B', 'SS']",['New York Mets']
2008,Dan Meyer,11,83,0,1,1,['P'],['Oakland Athletics']
2008,Darren Oliver,54,216,3,11,0,['P'],['Los Angeles Angels of Anaheim']
2008,Dave Roberts,32,617,54,3,0,['OF'],['San Francisco Giants']
2008,David Weathers,72,208,1,6,2,['P'],['Cincinnati Reds']
2008,Derek Jeter,148,3776,220,347,12,['SS'],['New York Yankees']
2008,Derek Lowe,34,633,15,39,2,['P'],['Los Angeles Dodgers']
2008,Eddie Guardado,64,169,0,5,0,['P'],"['Minnesota Twins', 'Texas Rangers']"
2008,Edgar Renteria,138,3520,197,365,16,['SS'],['Detroit Tigers']
2008,Edwin Jackson,32,550,19,11,1,['P'],['Tampa Bay Rays']
2008,Eric Chavez,15,390,12,32,1,['3B'],['Oakland Athletics']
2008,Ervin Santana,32,657,19,13,0,['P'],['Los Angeles Angels of Anaheim']
2008,Fernando Rodney,38,121,4,2,0,['P'],['Detroit Tigers']
2008,Francisco Rodriguez,76,205,4,6,2,['P'],['Los Angeles Angels of Anaheim']
2008,Freddy Garcia,3,45,0,1,0,['P'],['Detroit Tigers']
2008,Garret Anderson,82,2068,144,9,0,['OF'],['Los Angeles Angels of Anaheim']
2008,Gary Matthews,106,2635,200,6,8,['OF'],['Los Angeles Angels of Anaheim']
2008,Gary Sheffield,6,141,13,0,0,['OF'],['Detroit Tigers']
2008,Greg Maddux,33,582,17,57,3,['P'],"['Los Angeles Dodgers', 'San Diego Padres']"
2008,Gregg Zaun,79,1837,515,28,7,['C'],['Toronto Blue Jays']
2008,Henry Blanco,46,778,238,15,2,"['C', '1B']",['Chicago Cubs']
2008,Ian Kennedy,10,119,1,6,0,['P'],['New York Yankees']
2008,Ichiro Suzuki,160,4170,370,11,5,['OF'],['Seattle Mariners']
2008,Ivan Rodriguez,112,2790,620,58,5,['C'],"['Detroit Tigers', 'New York Yankees']"
2008,Jack Wilson,80,2089,115,278,5,['SS'],['Pittsburgh Pirates']
2008,Jamey Wright,75,253,12,21,2,['P'],['Texas Rangers']
2008,Jamie Moyer,33,589,18,22,2,['P'],['Philadelphia Phillies']
2008,Jason Giambi,113,2694,870,36,9,['1B'],['New York Yankees']
2008,Jason Isringhausen,42,128,8,10,1,['P'],['St. Louis Cardinals']
2008,Jeff Kent,117,2667,175,280,11,"['2B', '1B']",['Los Angeles Dodgers']
2008,Jeff Mathis,94,2380,624,57,13,['C'],['Los Angeles Angels of Anaheim']
2008,Jeff Suppan,31,533,10,30,1,['P'],['Milwaukee Brewers']
2008,Jerry Hairston,84,1638,126,86,5,"['OF', '2B', '3B', 'SS']",['Cincinnati Reds']
2008,Jim Edmonds,103,2520,242,1,6,['OF'],"['San Diego Padres', 'Chicago Cubs']"
2008,Jimmy Rollins,132,3504,193,393,7,['SS'],['Philadelphia Phillies']
2008,Joaquin Benoit,44,135,3,4,0,['P'],['Texas Rangers']
2008,Joe Nathan,68,203,3,6,1,['P'],['Minnesota Twins']
2008,Joe Smith,82,190,3,18,0,['P'],['New York Mets']
2008,Joey Votto,144,3671,1050,136,11,['1B'],['Cincinnati Reds']
2008,John McDonald,72,1512,80,139,9,"['2B', '3B', 'SS']",['Toronto Blue Jays']
2008,John Smoltz,6,84,2,3,3,['P'],['Atlanta Braves']
2008,Johnny Damon,114,2836,233,3,2,"['OF', '1B']",['New York Yankees']
2008,Jon Lester,33,631,19,21,2,['P'],['Boston Red Sox']
2008,Jorge Posada,37,796,222,7,1,"['C', '1B']",['New York Yankees']
2008,Jose Bautista,106,2428,81,213,11,"['2B', '1B', '3B']","['Toronto Blue Jays', 'Pittsburgh Pirates']"
2008,Jose Cruz,15,210,18,0,0,['OF'],['Houston Astros']
2008,Jose Reyes,158,4261,221,422,17,['SS'],['New York Mets']
2008,Juan Castro,64,1256,75,146,5,"['2B', '3B', 'SS']","['Baltimore Orioles', 'Cincinnati Reds']"
2008,Juan Uribe,113,2513,147,251,8,"['2B', '3B', 'SS']",['Chicago White Sox']
